denominator_id,row_id,case_id,engine,method_id,route_id,planned,preflight_status,expected_support,generation_input_available,runner_available,logical_plan_substrate_available,output_sql_extraction_available,engine_supported_by_method,expected_failure_bucket_if_not_supported,notes
common_core_v0_40_same_engine_120,PERF_0024:mysql,PERF_0024,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0024:spark,PERF_0024,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0033:pg,PERF_0033,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0033:mysql,PERF_0033,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0033:spark,PERF_0033,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0034:pg,PERF_0034,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0034:mysql,PERF_0034,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0034:spark,PERF_0034,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0035:pg,PERF_0035,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0035:mysql,PERF_0035,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0035:spark,PERF_0035,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0052:pg,PERF_0052,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0052:mysql,PERF_0052,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0052:spark,PERF_0052,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0054:pg,PERF_0054,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0054:mysql,PERF_0054,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0054:spark,PERF_0054,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0056:pg,PERF_0056,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0056:mysql,PERF_0056,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0056:spark,PERF_0056,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0062:pg,PERF_0062,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0062:mysql,PERF_0062,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0062:spark,PERF_0062,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0077:pg,PERF_0077,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0077:mysql,PERF_0077,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0077:spark,PERF_0077,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0082:pg,PERF_0082,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PERF_0082:mysql,PERF_0082,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0082:spark,PERF_0082,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0005:pg,CONS_0005,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0005:mysql,CONS_0005,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0005:spark,CONS_0005,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0007:pg,CONS_0007,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0007:mysql,CONS_0007,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0007:spark,CONS_0007,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0009:pg,CONS_0009,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0009:mysql,CONS_0009,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0009:spark,CONS_0009,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0010:pg,CONS_0010,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0010:mysql,CONS_0010,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0010:spark,CONS_0010,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0011:pg,CONS_0011,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0011:mysql,CONS_0011,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0011:spark,CONS_0011,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0012:pg,CONS_0012,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0012:mysql,CONS_0012,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0012:spark,CONS_0012,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0024:pg,CONS_0024,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0024:mysql,CONS_0024,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0024:spark,CONS_0024,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0036:pg,CONS_0036,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0036:mysql,CONS_0036,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0036:spark,CONS_0036,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0037:pg,CONS_0037,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,CONS_0037:mysql,CONS_0037,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0037:spark,CONS_0037,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0003:pg,PORT_0003,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PORT_0003:mysql,PORT_0003,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0003:spark,PORT_0003,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0004:pg,PORT_0004,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PORT_0004:mysql,PORT_0004,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0004:spark,PORT_0004,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0005:pg,PORT_0005,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
common_core_v0_40_same_engine_120,PORT_0005:mysql,PORT_0005,mysql,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0005:spark,PORT_0005,spark,llm_r2,llm_r2_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0008:pg,PORT_0008,pg,llm_r2,llm_r2_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;runner_logical_plan_extraction_not_closed
