denominator_id,case_id,pool,engine,row_id,planned,source_case_path_or_manifest,expected_method_scope,notes
common_core_v0_40_same_engine_120,PERF_0013,performance,spark,PERF_0013:spark,true,cases/PERF/PERF_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0017,performance,pg,PERF_0017:pg,true,cases/PERF/PERF_0017/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0017,performance,mysql,PERF_0017:mysql,true,cases/PERF/PERF_0017/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0017,performance,spark,PERF_0017:spark,true,cases/PERF/PERF_0017/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0019,performance,pg,PERF_0019:pg,true,cases/PERF/PERF_0019/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0019,performance,mysql,PERF_0019:mysql,true,cases/PERF/PERF_0019/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0019,performance,spark,PERF_0019:spark,true,cases/PERF/PERF_0019/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0024,performance,pg,PERF_0024:pg,true,cases/PERF/PERF_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0024,performance,mysql,PERF_0024:mysql,true,cases/PERF/PERF_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0024,performance,spark,PERF_0024:spark,true,cases/PERF/PERF_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0033,performance,pg,PERF_0033:pg,true,cases/PERF/PERF_0033/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0033,performance,mysql,PERF_0033:mysql,true,cases/PERF/PERF_0033/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0033,performance,spark,PERF_0033:spark,true,cases/PERF/PERF_0033/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0034,performance,pg,PERF_0034:pg,true,cases/PERF/PERF_0034/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0034,performance,mysql,PERF_0034:mysql,true,cases/PERF/PERF_0034/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0034,performance,spark,PERF_0034:spark,true,cases/PERF/PERF_0034/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0035,performance,pg,PERF_0035:pg,true,cases/PERF/PERF_0035/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0035,performance,mysql,PERF_0035:mysql,true,cases/PERF/PERF_0035/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0035,performance,spark,PERF_0035:spark,true,cases/PERF/PERF_0035/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0052,performance,pg,PERF_0052:pg,true,cases/PERF/PERF_0052/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0052,performance,mysql,PERF_0052:mysql,true,cases/PERF/PERF_0052/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0052,performance,spark,PERF_0052:spark,true,cases/PERF/PERF_0052/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0054,performance,pg,PERF_0054:pg,true,cases/PERF/PERF_0054/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0054,performance,mysql,PERF_0054:mysql,true,cases/PERF/PERF_0054/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0054,performance,spark,PERF_0054:spark,true,cases/PERF/PERF_0054/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0056,performance,pg,PERF_0056:pg,true,cases/PERF/PERF_0056/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0056,performance,mysql,PERF_0056:mysql,true,cases/PERF/PERF_0056/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0056,performance,spark,PERF_0056:spark,true,cases/PERF/PERF_0056/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0062,performance,pg,PERF_0062:pg,true,cases/PERF/PERF_0062/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0062,performance,mysql,PERF_0062:mysql,true,cases/PERF/PERF_0062/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0062,performance,spark,PERF_0062:spark,true,cases/PERF/PERF_0062/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0077,performance,pg,PERF_0077:pg,true,cases/PERF/PERF_0077/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0077,performance,mysql,PERF_0077:mysql,true,cases/PERF/PERF_0077/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0077,performance,spark,PERF_0077:spark,true,cases/PERF/PERF_0077/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0082,performance,pg,PERF_0082:pg,true,cases/PERF/PERF_0082/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0082,performance,mysql,PERF_0082:mysql,true,cases/PERF/PERF_0082/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PERF_0082,performance,spark,PERF_0082:spark,true,cases/PERF/PERF_0082/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0005,consistency,pg,CONS_0005:pg,true,cases/CONS/CONS_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0005,consistency,mysql,CONS_0005:mysql,true,cases/CONS/CONS_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0005,consistency,spark,CONS_0005:spark,true,cases/CONS/CONS_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0007,consistency,pg,CONS_0007:pg,true,cases/CONS/CONS_0007/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0007,consistency,mysql,CONS_0007:mysql,true,cases/CONS/CONS_0007/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0007,consistency,spark,CONS_0007:spark,true,cases/CONS/CONS_0007/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0009,consistency,pg,CONS_0009:pg,true,cases/CONS/CONS_0009/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0009,consistency,mysql,CONS_0009:mysql,true,cases/CONS/CONS_0009/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0009,consistency,spark,CONS_0009:spark,true,cases/CONS/CONS_0009/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0010,consistency,pg,CONS_0010:pg,true,cases/CONS/CONS_0010/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0010,consistency,mysql,CONS_0010:mysql,true,cases/CONS/CONS_0010/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0010,consistency,spark,CONS_0010:spark,true,cases/CONS/CONS_0010/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0011,consistency,pg,CONS_0011:pg,true,cases/CONS/CONS_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0011,consistency,mysql,CONS_0011:mysql,true,cases/CONS/CONS_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0011,consistency,spark,CONS_0011:spark,true,cases/CONS/CONS_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0012,consistency,pg,CONS_0012:pg,true,cases/CONS/CONS_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0012,consistency,mysql,CONS_0012:mysql,true,cases/CONS/CONS_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0012,consistency,spark,CONS_0012:spark,true,cases/CONS/CONS_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0024,consistency,pg,CONS_0024:pg,true,cases/CONS/CONS_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0024,consistency,mysql,CONS_0024:mysql,true,cases/CONS/CONS_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0024,consistency,spark,CONS_0024:spark,true,cases/CONS/CONS_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0036,consistency,pg,CONS_0036:pg,true,cases/CONS/CONS_0036/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0036,consistency,mysql,CONS_0036:mysql,true,cases/CONS/CONS_0036/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0036,consistency,spark,CONS_0036:spark,true,cases/CONS/CONS_0036/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0037,consistency,pg,CONS_0037:pg,true,cases/CONS/CONS_0037/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0037,consistency,mysql,CONS_0037:mysql,true,cases/CONS/CONS_0037/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,CONS_0037,consistency,spark,CONS_0037:spark,true,cases/CONS/CONS_0037/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0003,portability,pg,PORT_0003:pg,true,cases/PORT/PORT_0003/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0003,portability,mysql,PORT_0003:mysql,true,cases/PORT/PORT_0003/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0003,portability,spark,PORT_0003:spark,true,cases/PORT/PORT_0003/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0004,portability,pg,PORT_0004:pg,true,cases/PORT/PORT_0004/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0004,portability,mysql,PORT_0004:mysql,true,cases/PORT/PORT_0004/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0004,portability,spark,PORT_0004:spark,true,cases/PORT/PORT_0004/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0005,portability,pg,PORT_0005:pg,true,cases/PORT/PORT_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0005,portability,mysql,PORT_0005:mysql,true,cases/PORT/PORT_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0005,portability,spark,PORT_0005:spark,true,cases/PORT/PORT_0005/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0008,portability,pg,PORT_0008:pg,true,cases/PORT/PORT_0008/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0008,portability,mysql,PORT_0008:mysql,true,cases/PORT/PORT_0008/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0008,portability,spark,PORT_0008:spark,true,cases/PORT/PORT_0008/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0012,portability,pg,PORT_0012:pg,true,cases/PORT/PORT_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0012,portability,mysql,PORT_0012:mysql,true,cases/PORT/PORT_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0012,portability,spark,PORT_0012:spark,true,cases/PORT/PORT_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0013,portability,pg,PORT_0013:pg,true,cases/PORT/PORT_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0013,portability,mysql,PORT_0013:mysql,true,cases/PORT/PORT_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0013,portability,spark,PORT_0013:spark,true,cases/PORT/PORT_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0022,portability,pg,PORT_0022:pg,true,cases/PORT/PORT_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0022,portability,mysql,PORT_0022:mysql,true,cases/PORT/PORT_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0022,portability,spark,PORT_0022:spark,true,cases/PORT/PORT_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0024,portability,pg,PORT_0024:pg,true,cases/PORT/PORT_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0024,portability,mysql,PORT_0024:mysql,true,cases/PORT/PORT_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0024,portability,spark,PORT_0024:spark,true,cases/PORT/PORT_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0025,portability,pg,PORT_0025:pg,true,cases/PORT/PORT_0025/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0025,portability,mysql,PORT_0025:mysql,true,cases/PORT/PORT_0025/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,PORT_0025,portability,spark,PORT_0025:spark,true,cases/PORT/PORT_0025/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0011,longtail,pg,LONGTAIL_0011:pg,true,cases/LONGTAIL/LONGTAIL_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0011,longtail,mysql,LONGTAIL_0011:mysql,true,cases/LONGTAIL/LONGTAIL_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0011,longtail,spark,LONGTAIL_0011:spark,true,cases/LONGTAIL/LONGTAIL_0011/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0012,longtail,pg,LONGTAIL_0012:pg,true,cases/LONGTAIL/LONGTAIL_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0012,longtail,mysql,LONGTAIL_0012:mysql,true,cases/LONGTAIL/LONGTAIL_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0012,longtail,spark,LONGTAIL_0012:spark,true,cases/LONGTAIL/LONGTAIL_0012/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0013,longtail,pg,LONGTAIL_0013:pg,true,cases/LONGTAIL/LONGTAIL_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0013,longtail,mysql,LONGTAIL_0013:mysql,true,cases/LONGTAIL/LONGTAIL_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0013,longtail,spark,LONGTAIL_0013:spark,true,cases/LONGTAIL/LONGTAIL_0013/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0022,longtail,pg,LONGTAIL_0022:pg,true,cases/LONGTAIL/LONGTAIL_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0022,longtail,mysql,LONGTAIL_0022:mysql,true,cases/LONGTAIL/LONGTAIL_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0022,longtail,spark,LONGTAIL_0022:spark,true,cases/LONGTAIL/LONGTAIL_0022/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0023,longtail,pg,LONGTAIL_0023:pg,true,cases/LONGTAIL/LONGTAIL_0023/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0023,longtail,mysql,LONGTAIL_0023:mysql,true,cases/LONGTAIL/LONGTAIL_0023/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0023,longtail,spark,LONGTAIL_0023:spark,true,cases/LONGTAIL/LONGTAIL_0023/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0024,longtail,pg,LONGTAIL_0024:pg,true,cases/LONGTAIL/LONGTAIL_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0024,longtail,mysql,LONGTAIL_0024:mysql,true,cases/LONGTAIL/LONGTAIL_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
common_core_v0_40_same_engine_120,LONGTAIL_0024,longtail,spark,LONGTAIL_0024:spark,true,cases/LONGTAIL/LONGTAIL_0024/manifest.yaml,same_engine_rewrite_track_a,from_common_core_v0_final_denominator
