row_key,pool,engine,current_stage,current_status,root_cause_class,recoverability_bucket,evidence_pointer,proposed_next_action,may_include_in_next_canary,why_or_why_not
LONGTAIL_0023:pg,longtail,pg,pg_generation,generation_failed_unsupported_sql | not_executed_generation_failed | not_checked_generation_failed,ddl_parser_unsupported_timestamp_type_pg,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,"Extend the PG-side canary DDL parser to accept timestamp columns without changing source SQL, then rerun this row.",yes,Retained wrapper output shows source SQL accepted and parse succeeded; blocker is DDL type ingestion only.
LONGTAIL_0024:pg,longtail,pg,pg_generation,generation_failed_unsupported_sql | not_executed_generation_failed | not_checked_generation_failed,ddl_parser_unsupported_timestamp_type_pg,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,"Extend the PG-side canary DDL parser to accept timestamp columns without changing source SQL, then rerun this row.",yes,Retained wrapper output shows source SQL accepted and parse succeeded; blocker is DDL type ingestion only.
PERF_0006:mysql,performance,mysql,non_pg_execution_validity,rewrite_success | executed | mismatch,aggregate_rewrite_precision_decimal_scale_loss,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in harness recovery; retain as semantic failure unless a method-level fix is explicitly developed and re-evaluated.,no,"Retained outputs change 0.075000 to 0, which is a value change rather than formatting only."
PERF_0006:spark,performance,spark,non_pg_execution_validity,rewrite_success | executed | mismatch,aggregate_rewrite_precision_decimal_scale_loss,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in harness recovery; retain as semantic failure unless a method-level fix is explicitly developed and re-evaluated.,no,"Retained outputs change 0.075000 to 0, which is a value change rather than formatting only."
PERF_0008:mysql,performance,mysql,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,ddl_table_name_ingestion_brittle_mysql,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Harden MySQL DDL table-name extraction in the package-local wrapper and rerun this row.,yes,"Source SQL parses, target dialect is available, and blocker is explicit DDL table-name ingestion brittleness."
PERF_0013:mysql,performance,mysql,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,ddl_table_name_ingestion_brittle_mysql,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Harden MySQL DDL table-name extraction in the package-local wrapper and rerun this row.,yes,"Source SQL parses, target dialect is available, and blocker is explicit DDL table-name ingestion brittleness."
PERF_0017:mysql,performance,mysql,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,ddl_table_name_ingestion_brittle_mysql,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Harden MySQL DDL table-name extraction in the package-local wrapper and rerun this row.,yes,"Source SQL parses, target dialect is available, and blocker is explicit DDL table-name ingestion brittleness."
PERF_0019:mysql,performance,mysql,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,ddl_table_name_ingestion_brittle_mysql,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Harden MySQL DDL table-name extraction in the package-local wrapper and rerun this row.,yes,"Source SQL parses, target dialect is available, and blocker is explicit DDL table-name ingestion brittleness."
PERF_0035:mysql,performance,mysql,non_pg_execution_validity,rewrite_success | executed | mismatch,rewrite_output_shape_changed_extra_column_and_scale_loss,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in harness recovery; retain as semantic failure unless the rewrite logic itself changes and is revalidated.,no,"Generated output shape changes by adding an extra column, so this is not a checker-only issue."
PERF_0035:pg,performance,pg,pg_execution_validity,generation_success | executed | mismatch,rewrite_output_shape_changed_extra_column_and_scale_loss,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in harness recovery; retain as semantic failure unless the rewrite logic itself changes and is revalidated.,no,"Generated output shape changes by adding an extra column, so this is not a checker-only issue."
PERF_0035:spark,performance,spark,non_pg_execution_validity,rewrite_success | executed | mismatch,rewrite_output_shape_changed_extra_column_and_scale_loss,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in harness recovery; retain as semantic failure unless the rewrite logic itself changes and is revalidated.,no,"Generated output shape changes by adding an extra column, so this is not a checker-only issue."
PERF_0062:mysql,performance,mysql,non_pg_execution_validity,rewrite_success | executed | mismatch,numeric_format_scale_loss_without_retained_value_change,likely_checker_or_representation_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not patch the exact-match checker silently; only revisit if a separate value-aware comparison policy is explicitly approved.,no,"Retained TSVs suggest representation-only scale differences, but current exact-match semantics are intentionally strict."
PERF_0062:pg,performance,pg,pg_execution_validity,generation_success | executed | mismatch,numeric_format_scale_loss_without_retained_value_change,likely_checker_or_representation_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not patch the exact-match checker silently; only revisit if a separate value-aware comparison policy is explicitly approved.,no,"Retained TSVs suggest representation-only scale differences, but current exact-match semantics are intentionally strict."
PERF_0062:spark,performance,spark,non_pg_execution_validity,rewrite_success | executed | mismatch,numeric_format_scale_loss_without_retained_value_change,likely_checker_or_representation_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not patch the exact-match checker silently; only revisit if a separate value-aware comparison policy is explicitly approved.,no,"Retained TSVs suggest representation-only scale differences, but current exact-match semantics are intentionally strict."
PERF_0077:spark,performance,spark,non_pg_execution_validity,rewrite_success | setup_failed | not_applicable,schema_setup_artifact_comment_only_ddl_fragment,likely_harness_or_packaging_recoverable,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,"Make Spark setup comment-safe for this DDL path, then rerun only this row through rewrite-success execution-validity.",yes,"Retained logs point to setup parsing of comment lines, not rewrite semantics or engine execution capability."
PORT_0003:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0003:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0003:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0004:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0004:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0004:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0005:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0005:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0005:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0008:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0008:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0008:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0012:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0012:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0012:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0013:mysql,portability,mysql,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,sum_boolean_unsupported_semantic_transformation,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Exclude from the next canary; this needs method-design review rather than a silent wrapper patch.,no,"Retained non-PG blocker is Calcite refusing SUM(boolean), which is a semantic-route limitation."
PORT_0013:pg,portability,pg,pg_generation,generation_failed_unsupported_sql | not_executed_generation_failed | not_checked_generation_failed,ddl_parser_unsupported_double_precision_definition_on_port_case,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0013:spark,portability,spark,non_pg_rewrite,hep_rewrite_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,sum_boolean_unsupported_semantic_transformation,likely_method_semantic_failure,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Exclude from the next canary; this needs method-design review rather than a silent wrapper patch.,no,"Retained non-PG blocker is Calcite refusing SUM(boolean), which is a semantic-route limitation."
PORT_0022:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0022:pg,portability,pg,pg_generation,generation_failed_parse | not_executed_generation_failed | not_checked_generation_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0022:spark,portability,spark,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0024:pg,portability,pg,pg_execution_validity,generation_success | execution_failed | not_checked_execution_failed,pg_generated_sql_uses_backticks_on_port_case,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
PORT_0025:mysql,portability,mysql,non_pg_rewrite,parser_failed | not_executed_generation_or_route_failed | not_checked_generation_or_route_failed,source_sql_dialect_boundary_parse_failure,source_or_case_dialect_boundary,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/rewrite_expansion_80_triage.csv|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_expansion_60_triage.csv,Do not include in the next canary. First decide whether these PORT rows are methodologically valid for same-engine recovery without engine-specific source paths.,no,"PORT-family rows already show dialect-boundary or engine-specific source assumptions, so a recovery patch would cross a methodology boundary."
