denominator_id,row_id,case_id,engine,method_id,route_id,planned,preflight_status,expected_support,generation_input_available,adapter_available,checkpoint_available,inference_entrypoint_available,engine_supported_by_method,expected_failure_bucket_if_not_supported,notes
common_core_v0_40_same_engine_120,PERF_0017:spark,PERF_0017,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0019:pg,PERF_0019,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0019:mysql,PERF_0019,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0019:spark,PERF_0019,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0024:pg,PERF_0024,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0024:mysql,PERF_0024,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0024:spark,PERF_0024,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0033:pg,PERF_0033,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0033:mysql,PERF_0033,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0033:spark,PERF_0033,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0034:pg,PERF_0034,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0034:mysql,PERF_0034,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0034:spark,PERF_0034,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0035:pg,PERF_0035,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0035:mysql,PERF_0035,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0035:spark,PERF_0035,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0052:pg,PERF_0052,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0052:mysql,PERF_0052,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0052:spark,PERF_0052,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0054:pg,PERF_0054,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0054:mysql,PERF_0054,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0054:spark,PERF_0054,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0056:pg,PERF_0056,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0056:mysql,PERF_0056,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0056:spark,PERF_0056,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0062:pg,PERF_0062,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0062:mysql,PERF_0062,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0062:spark,PERF_0062,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0077:pg,PERF_0077,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0077:mysql,PERF_0077,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0077:spark,PERF_0077,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0082:pg,PERF_0082,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PERF_0082:mysql,PERF_0082,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PERF_0082:spark,PERF_0082,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0005:pg,CONS_0005,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0005:mysql,CONS_0005,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0005:spark,CONS_0005,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0007:pg,CONS_0007,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0007:mysql,CONS_0007,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0007:spark,CONS_0007,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0009:pg,CONS_0009,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0009:mysql,CONS_0009,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0009:spark,CONS_0009,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0010:pg,CONS_0010,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0010:mysql,CONS_0010,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0010:spark,CONS_0010,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0011:pg,CONS_0011,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0011:mysql,CONS_0011,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0011:spark,CONS_0011,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0012:pg,CONS_0012,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0012:mysql,CONS_0012,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0012:spark,CONS_0012,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0024:pg,CONS_0024,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0024:mysql,CONS_0024,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0024:spark,CONS_0024,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0036:pg,CONS_0036,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0036:mysql,CONS_0036,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0036:spark,CONS_0036,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0037:pg,CONS_0037,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,CONS_0037:mysql,CONS_0037,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,CONS_0037:spark,CONS_0037,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0003:pg,PORT_0003,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PORT_0003:mysql,PORT_0003,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0003:spark,PORT_0003,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0004:pg,PORT_0004,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PORT_0004:mysql,PORT_0004,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0004:spark,PORT_0004,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0005:pg,PORT_0005,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
common_core_v0_40_same_engine_120,PORT_0005:mysql,PORT_0005,mysql,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0005:spark,PORT_0005,spark,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,no_retained_engine_support,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;no_retained_mysql_or_spark_evidence
common_core_v0_40_same_engine_120,PORT_0008:pg,PORT_0008,pg,learnedrewrite,learnedrewrite_same_engine_120_preflight,true,pg_history_only_not_120_execution_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;prior_method_pg10_history_only;not_120_ready
