denominator_id,row_id,case_id,engine,method_id,route_id,planned,preflight_status,expected_support,generation_input_available,retrieval_corpus_available,demo_policy_available,rule_pool_available,output_contract_available,engine_supported_by_method,expected_failure_bucket_if_not_supported,notes
common_core_v0_40_same_engine_120,PERF_0024:spark,PERF_0024,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0033:pg,PERF_0033,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0033:mysql,PERF_0033,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0033:spark,PERF_0033,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0034:pg,PERF_0034,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0034:mysql,PERF_0034,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0034:spark,PERF_0034,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0035:pg,PERF_0035,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0035:mysql,PERF_0035,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0035:spark,PERF_0035,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0052:pg,PERF_0052,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0052:mysql,PERF_0052,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0052:spark,PERF_0052,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0054:pg,PERF_0054,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0054:mysql,PERF_0054,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0054:spark,PERF_0054,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0056:pg,PERF_0056,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0056:mysql,PERF_0056,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0056:spark,PERF_0056,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0062:pg,PERF_0062,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0062:mysql,PERF_0062,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0062:spark,PERF_0062,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0077:pg,PERF_0077,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0077:mysql,PERF_0077,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0077:spark,PERF_0077,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0082:pg,PERF_0082,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0082:mysql,PERF_0082,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PERF_0082:spark,PERF_0082,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0005:pg,CONS_0005,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0005:mysql,CONS_0005,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0005:spark,CONS_0005,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0007:pg,CONS_0007,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0007:mysql,CONS_0007,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0007:spark,CONS_0007,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0009:pg,CONS_0009,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0009:mysql,CONS_0009,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0009:spark,CONS_0009,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0010:pg,CONS_0010,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0010:mysql,CONS_0010,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0010:spark,CONS_0010,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0011:pg,CONS_0011,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0011:mysql,CONS_0011,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0011:spark,CONS_0011,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0012:pg,CONS_0012,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0012:mysql,CONS_0012,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0012:spark,CONS_0012,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0024:pg,CONS_0024,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0024:mysql,CONS_0024,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0024:spark,CONS_0024,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0036:pg,CONS_0036,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0036:mysql,CONS_0036,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0036:spark,CONS_0036,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0037:pg,CONS_0037,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0037:mysql,CONS_0037,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,CONS_0037:spark,CONS_0037,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0003:pg,PORT_0003,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0003:mysql,PORT_0003,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0003:spark,PORT_0003,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0004:pg,PORT_0004,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
