method_id,route_id,case_id,pool,engine,row_key,denominator_id,pg_or_non_pg,generation_or_route_status,execution_status,exact_match_status,fail_closed_exact_match_contribution,failure_category,blocker_reason,generated_sql_path,source_sql_path,schema_path,witness_data_path,evidence_source_file
calcite_hep,calcite_hep_pg_rewrite,LONGTAIL_0012,longtail,pg,LONGTAIL_0012:pg,common_core_v0_40_same_engine_120,pg,generation_success,execution_failed,not_checked_execution_failed,0,execution_failed,"Command '['psql', '-v', 'ON_ERROR_STOP=1', '-X', '-q', '-c', 'SET search_path TO ccv0_calcite_hep_longtail_0012;', '-c', 'COPY (SELECT ""UserName"", ""TotalPosts"", ""TotalQuestions"", ""TotalAnswers"", ""LastPostTitle"", ""LastPostDate"", ""AvgUpVotes"", ""AvgDownVotes"", ""Reputation"", ""Views"", ROW_NUMBER() OVER (ORDER BY ""TotalPosts"" DESC) AS ""rank_value""\nFROM (SELECT ""Users"".""DisplayName"" AS ""UserName"", ""Posts"".""Title"" AS ""LastPostTitle"", ""Users"".""Reputation"", ""Users"".""Views"", COUNT(DISTINCT ""Posts"".""Id"") AS ""TotalPosts"", COALESCE(SUM(CASE WHEN ""Posts"".""PostTypeId"" = 1 THEN 1 ELSE 0 END), 0) AS ""TotalQuestions"", COALESCE(SUM(CASE WHEN ""Posts"".""PostTypeId"" = 2 THEN 1 ELSE 0 END), 0) AS ""TotalAnswers"", MAX(""Posts"".""CreationDate"") AS ""LastPostDate"", CAST(COALESCE(SUM(CASE WHEN ""t0"".""UpVotes"" IS NOT NULL THEN CAST(""t0"".""UpVotes"" AS INTEGER) ELSE 0 END), 0) / COUNT(*) AS INTEGER) AS ""AvgUpVotes"", CAST(COALESCE(SUM(CASE WHEN ""t0"".""DownVotes"" IS NOT NULL THEN CAST(""t0"".""DownVotes"" AS INTEGER) ELSE 0 END), 0) / COUNT(*) AS INTEGER) AS ""AvgDownVotes""\nFROM ""Users""\nLEFT JOIN ""Posts"" ON ""Users"".""Id"" = ""Posts"".""OwnerUserId""\nLEFT JOIN (SELECT ""PostId"", COALESCE(SUM(CASE WHEN ""VoteTypeId"" = 2 THEN 1 ELSE 0 END), 0) AS ""UpVotes"", COALESCE(SUM(CASE WHEN ""VoteTypeId"" = 3 THEN 1 ELSE 0 END), 0) AS ""DownVotes""\nFROM ""Votes""\nGROUP BY ""PostId"") AS ""t0"" ON ""Posts"".""Id"" = ""t0"".""PostId""\nWHERE ""Users"".""Reputation"" > 1000\nGROUP BY ""Users"".""DisplayName"", ""Posts"".""Title"", ""Users"".""Reputation"", ""Users"".""Views"") AS ""t4""\nWHERE ""t4"".""TotalPosts"" > 0\nORDER BY ""TotalPosts"" DESC, ""LastPostDate"" DESC\nFETCH NEXT 10 ROWS ONLY) TO STDOUT WITH (FORMAT CSV, DELIMITER E\'\\t\', NULL \'NULL\');']' returned non-zero exit status 1.",reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0012/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,LONGTAIL_0013,longtail,pg,LONGTAIL_0013:pg,common_core_v0_40_same_engine_120,pg,generation_success,execution_failed,not_checked_execution_failed,0,execution_failed,"Command '['psql', '-v', 'ON_ERROR_STOP=1', '-X', '-q', '-c', 'SET search_path TO ccv0_calcite_hep_longtail_0013;', '-c', 'COPY (SELECT ""DisplayName"", ""AnsweredQuestions"", CASE WHEN ""$f6"" IS NOT NULL THEN CAST(""$f6"" AS INTEGER) ELSE 0 END AS ""AvgScore"", ""TotalBounty"", ""GoldBadges"", ""QuestionCount"", ""BestPostContent""\nFROM (SELECT ""Users"".""DisplayName"", ""t4"".""TotalBounty"", ""t4"".""GoldBadges"", ""t4"".""QuestionCount"", ""Posts1"".""Body"" AS ""BestPostContent"", COUNT(DISTINCT ""Posts"".""Id"") AS ""AnsweredQuestions"", CAST(CASE WHEN COUNT(""Posts"".""Score"") = 0 THEN NULL ELSE COALESCE(SUM(""Posts"".""Score""), 0) END / COUNT(""Posts"".""Score"") AS INTEGER) AS ""$f6""\nFROM ""Users""\nLEFT JOIN ""Posts"" ON ""Users"".""Id"" = ""Posts"".""OwnerUserId"" AND ""Posts"".""PostTypeId"" = 2\nLEFT JOIN (SELECT ""Id"" AS ""PostId"", ""Title"", ""OwnerUserId"", ""CreationDate"", ""Score"", ROW_NUMBER() OVER (PARTITION BY ""OwnerUserId"" ORDER BY ""Score"" DESC) AS ""rank_value""\nFROM ""Posts""\nWHERE ""PostTypeId"" = 1) AS ""t0"" ON ""Users"".""Id"" = ""t0"".""OwnerUserId"" AND ""t0"".""rank_value"" = 1\nLEFT JOIN ""Posts"" AS ""Posts1"" ON ""t0"".""PostId"" = ""Posts1"".""Id""\nLEFT JOIN (SELECT ""Users0"".""Id"" AS ""UserId"", ""Users0"".""DisplayName"", CASE WHEN CASE WHEN COUNT(""Votes"".""BountyAmount"") = 0 THEN NULL ELSE COALESCE(SUM(""Votes"".""BountyAmount""), 0) END IS NOT NULL THEN CAST(CASE WHEN COUNT(""Votes"".""BountyAmount"") = 0 THEN NULL ELSE COALESCE(SUM(""Votes"".""BountyAmount""), 0) END AS INTEGER) ELSE 0 END AS ""TotalBounty"", COALESCE(SUM(CASE WHEN ""Badges"".""Class"" = 1 THEN 1 ELSE 0 END), 0) AS ""GoldBadges"", COUNT(DISTINCT ""Posts2"".""Id"") AS ""QuestionCount""\nFROM ""Users"" AS ""Users0""\nLEFT JOIN ""Votes"" ON ""Users0"".""Id"" = ""Votes"".""UserId"" AND ""Votes"".""VoteTypeId"" IN (8, 9)\nLEFT JOIN ""Badges"" ON ""Users0"".""Id"" = ""Badges"".""UserId""\nLEFT JOIN ""Posts"" AS ""Posts2"" ON ""Users0"".""Id"" = ""Posts2"".""OwnerUserId"" AND ""Posts2"".""PostTypeId"" = 1\nGROUP BY ""Users0"".""Id"", ""Users0"".""DisplayName"") AS ""t4"" ON ""Users"".""Id"" = ""t4"".""UserId""\nWHERE ""Users"".""Reputation"" > 1000\nGROUP BY ""Users"".""DisplayName"", ""t4"".""TotalBounty"", ""t4"".""GoldBadges"", ""t4"".""QuestionCount"", ""Posts1"".""Body"") AS ""t9""\nWHERE ""t9"".""AnsweredQuestions"" > 0\nORDER BY 3 DESC, ""TotalBounty"" DESC) TO STDOUT WITH (FORMAT CSV, DELIMITER E\'\\t\', NULL \'NULL\');']' returned non-zero exit status 1.",reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0013/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,LONGTAIL_0022,longtail,pg,LONGTAIL_0022:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/generated/LONGTAIL_0022/pg/calcite_hep_recovery_round2_rewrite.sql,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_event_long.csv
calcite_hep,calcite_hep_pg_rewrite,LONGTAIL_0023,longtail,pg,LONGTAIL_0023:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/generated/LONGTAIL_0023/pg/calcite_hep_recovery_round2_rewrite.sql,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_event_long.csv
calcite_hep,calcite_hep_pg_rewrite,LONGTAIL_0024,longtail,pg,LONGTAIL_0024:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/generated/LONGTAIL_0024/pg/calcite_hep_recovery_round2_rewrite.sql,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_120_recovery_round2_canary_09_01/run_event_long.csv
calcite_hep,calcite_hep_pg_rewrite,PERF_0006,performance,pg,PERF_0006:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0006/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_pg.sql,cases/PERF/PERF_0006/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0007,performance,pg,PERF_0007:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0007/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_pg.sql,cases/PERF/PERF_0007/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0008,performance,pg,PERF_0008:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0008/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_pg.sql,cases/PERF/PERF_0008/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0013,performance,pg,PERF_0013:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0013/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_pg.sql,cases/PERF/PERF_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0017,performance,pg,PERF_0017:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0017/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_pg.sql,cases/PERF/PERF_0017/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0019,performance,pg,PERF_0019:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0019/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_pg.sql,cases/PERF/PERF_0019/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0024,performance,pg,PERF_0024:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0024/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_pg.sql,cases/PERF/PERF_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0033,performance,pg,PERF_0033:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0033/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_pg.sql,cases/PERF/PERF_0033/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0034,performance,pg,PERF_0034:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0034/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_pg.sql,cases/PERF/PERF_0034/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0035,performance,pg,PERF_0035:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,mismatch,0,mismatch_exact_output_diff,executed_but_exact_output_differs,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0035/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_pg.sql,cases/PERF/PERF_0035/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0052,performance,pg,PERF_0052:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0052/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,cases/PERF/PERF_0052/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0054,performance,pg,PERF_0054:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0054/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,cases/PERF/PERF_0054/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0056,performance,pg,PERF_0056:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0056/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0062,performance,pg,PERF_0062:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,mismatch,0,mismatch_exact_output_diff,executed_but_exact_output_differs,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0062/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,cases/PERF/PERF_0062/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
calcite_hep,calcite_hep_pg_rewrite,PERF_0077,performance,pg,PERF_0077:pg,common_core_v0_40_same_engine_120,pg,generation_success,executed,match_exact,1,,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0077/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json
