case_id,pool,engine,row_id,denominator_id,method_id,route_id,generated_sql_path,selected_rules_path,retrieval_trace_path,prompt_path,raw_response_path,token_cost_provider_path,environment_snapshot_path,row_run_metadata_path,supported_non_success_statuses,row_presence_rule,claim_boundary
PERF_0013,performance,mysql,PERF_0013:mysql,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0013/mysql/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0013/mysql/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0013/mysql/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0013/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0013/mysql/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/mysql/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/mysql/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/mysql/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0013,performance,spark,PERF_0013:spark,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0013/spark/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0013/spark/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0013/spark/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0013/spark/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0013/spark/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/spark/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/spark/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0013/spark/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0017,performance,pg,PERF_0017:pg,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0017/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0017/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/pg/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/pg/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/pg/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0017,performance,mysql,PERF_0017:mysql,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/mysql/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/mysql/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/mysql/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0017/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0017/mysql/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/mysql/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/mysql/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/mysql/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0017,performance,spark,PERF_0017:spark,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/spark/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/spark/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0017/spark/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0017/spark/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0017/spark/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/spark/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/spark/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0017/spark/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0019,performance,pg,PERF_0019:pg,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0019/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0019/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/pg/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/pg/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/pg/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0019,performance,mysql,PERF_0019:mysql,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/mysql/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/mysql/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/mysql/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0019/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0019/mysql/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/mysql/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/mysql/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/mysql/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0019,performance,spark,PERF_0019:spark,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/spark/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/spark/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0019/spark/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0019/spark/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0019/spark/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/spark/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/spark/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0019/spark/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0024,performance,pg,PERF_0024:pg,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0024/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0024/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0024/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0024/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0024/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/pg/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/pg/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/pg/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
PERF_0024,performance,mysql,PERF_0024:mysql,common_core_v0_40_same_engine_120,r_bot,r_bot_same_engine_rewrite,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0024/mysql/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0024/mysql/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/traces/PERF_0024/mysql/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/prompts/PERF_0024/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/raw_responses/PERF_0024/mysql/response.txt,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/mysql/token_cost_provider.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/mysql/environment_snapshot.json,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/metadata/PERF_0024/mysql/row_run_metadata.json,generated|failed|blocked|unsupported|skipped,row_must_remain_present_in_run_event_long_even_if_no_generated_sql,formal_same_engine_generation_only_not_timing_or_leaderboard_evidence
