row_id,case_id,pool,engine,denominator_id,method_id,route_id,final_row_source,original_exact,repair_attempted,repair_blocked,repair_generated,repair_executed,repair_exact,final_exact,final_failure_category,final_candidate_sql_artifact,notes
longtail_0011__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0011,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0011__pg__direct_llm_same_engine_rewrite,LONGTAIL_0011,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0011__spark__direct_llm_same_engine_rewrite,LONGTAIL_0011,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0012__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0012,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0012__pg__direct_llm_same_engine_rewrite,LONGTAIL_0012,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0012__spark__direct_llm_same_engine_rewrite,LONGTAIL_0012,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0013__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0013,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0013__pg__direct_llm_same_engine_rewrite,LONGTAIL_0013,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0013__spark__direct_llm_same_engine_rewrite,LONGTAIL_0013,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0022__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0022,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0022__pg__direct_llm_same_engine_rewrite,LONGTAIL_0022,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0022__spark__direct_llm_same_engine_rewrite,LONGTAIL_0022,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0023__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0023,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0023__pg__direct_llm_same_engine_rewrite,LONGTAIL_0023,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,true,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/LONGTAIL_0023/pg/direct_llm_execute_repair_1shot.sql,alias total_links referenced in WHERE
longtail_0023__spark__direct_llm_same_engine_rewrite,LONGTAIL_0023,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/LONGTAIL_0023/spark/direct_llm_execute_repair_1shot.sql,unresolved alias total_links
longtail_0024__mysql__direct_llm_same_engine_rewrite,LONGTAIL_0024,longtail,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0024__pg__direct_llm_same_engine_rewrite,LONGTAIL_0024,longtail,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
longtail_0024__spark__direct_llm_same_engine_rewrite,LONGTAIL_0024,longtail,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0006__mysql__direct_llm_same_engine_rewrite,PERF_0006,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0006__pg__direct_llm_same_engine_rewrite,PERF_0006,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0006__spark__direct_llm_same_engine_rewrite,PERF_0006,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0007__mysql__direct_llm_same_engine_rewrite,PERF_0007,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0007/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0007__pg__direct_llm_same_engine_rewrite,PERF_0007,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0007/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0007__spark__direct_llm_same_engine_rewrite,PERF_0007,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PERF_0007/spark/direct_llm_execute_repair_1shot.sql,exact_match=false; sorted_match=false
perf_0008__mysql__direct_llm_same_engine_rewrite,PERF_0008,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0008__pg__direct_llm_same_engine_rewrite,PERF_0008,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0008__spark__direct_llm_same_engine_rewrite,PERF_0008,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0013__mysql__direct_llm_same_engine_rewrite,PERF_0013,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0013__pg__direct_llm_same_engine_rewrite,PERF_0013,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0013__spark__direct_llm_same_engine_rewrite,PERF_0013,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0017__mysql__direct_llm_same_engine_rewrite,PERF_0017,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0017__pg__direct_llm_same_engine_rewrite,PERF_0017,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0017__spark__direct_llm_same_engine_rewrite,PERF_0017,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0019__mysql__direct_llm_same_engine_rewrite,PERF_0019,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0019/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0019__pg__direct_llm_same_engine_rewrite,PERF_0019,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,true,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PERF_0019/pg/direct_llm_execute_repair_1shot.sql,column alias c_count missing in subquery output
perf_0019__spark__direct_llm_same_engine_rewrite,PERF_0019,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0019/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0024__mysql__direct_llm_same_engine_rewrite,PERF_0024,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0024__pg__direct_llm_same_engine_rewrite,PERF_0024,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0024__spark__direct_llm_same_engine_rewrite,PERF_0024,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0033__mysql__direct_llm_same_engine_rewrite,PERF_0033,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0033__pg__direct_llm_same_engine_rewrite,PERF_0033,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0033__spark__direct_llm_same_engine_rewrite,PERF_0033,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0034__mysql__direct_llm_same_engine_rewrite,PERF_0034,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0034__pg__direct_llm_same_engine_rewrite,PERF_0034,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0034__spark__direct_llm_same_engine_rewrite,PERF_0034,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0035__mysql__direct_llm_same_engine_rewrite,PERF_0035,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
