case_id,pool,engine,negative_applicable,negative_executed,rejected_by_checker,rejection_mode,false_accept,checker_failure,source_artifact,notes
PERF_0017,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0017,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0017,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0019,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0019,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0019,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0024,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0024,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0024,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0033,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0033,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0033,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0034,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0034,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0034,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0035,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0035,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0035,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0052,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0052,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0052,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0054,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0054,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0054,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0056,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0056,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0056,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0062,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0062,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0062,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0077,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0077,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0077,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0082,PERF,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0082,PERF,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PERF_0082,PERF,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0005,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0005,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0005,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0007,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0007,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0007,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0009,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0009,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0009,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0010,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0010,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0010,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0011,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0011,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0011,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0012,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0012,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0012,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0024,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0024,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0024,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0036,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0036,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0036,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0037,CONS,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0037,CONS,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
CONS_0037,CONS,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0003,PORT,pg,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0003,PORT,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0003,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0004,PORT,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0004,PORT,mysql,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0004,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0005,PORT,pg,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0005,PORT,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0005,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0008,PORT,pg,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0008,PORT,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0008,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0012,PORT,pg,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0012,PORT,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0012,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0013,PORT,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0013,PORT,mysql,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0013,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0022,PORT,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0022,PORT,mysql,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0022,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0024,PORT,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0024,PORT,mysql,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0024,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0025,PORT,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
PORT_0025,PORT,mysql,no,no,no,not_applicable,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=not_applicable_source_reference_engine
PORT_0025,PORT,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0011,LONGTAIL,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0011,LONGTAIL,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0011,LONGTAIL,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0012,LONGTAIL,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0012,LONGTAIL,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0012,LONGTAIL,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0013,LONGTAIL,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0013,LONGTAIL,mysql,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0013,LONGTAIL,spark,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
LONGTAIL_0022,LONGTAIL,pg,yes,yes,yes,executable_semantic_mismatch,no,no,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_event_long_v1.csv,failure_detail=negative rewrite differs from source under retained checker policy
