row_id,case_id,pool,engine,negative_rewrite_id,false_accept,exact_match,sorted_match,evidence_artifact,audit_status,notes
PERF_0035__pg__rewrite_neg_01,PERF_0035,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0035__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0035__mysql__rewrite_neg_01,PERF_0035,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0035__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0035__spark__rewrite_neg_01,PERF_0035,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0035__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0052__pg__rewrite_neg_01,PERF_0052,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0052__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0052__mysql__rewrite_neg_01,PERF_0052,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0052__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0052__spark__rewrite_neg_01,PERF_0052,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0052__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0054__pg__rewrite_neg_01,PERF_0054,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0054__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0054__mysql__rewrite_neg_01,PERF_0054,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0054__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0054__spark__rewrite_neg_01,PERF_0054,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0054__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0056__pg__rewrite_neg_01,PERF_0056,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0056__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0056__mysql__rewrite_neg_01,PERF_0056,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0056__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0056__spark__rewrite_neg_01,PERF_0056,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0056__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0062__pg__rewrite_neg_01,PERF_0062,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0062__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0062__mysql__rewrite_neg_01,PERF_0062,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0062__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0062__spark__rewrite_neg_01,PERF_0062,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0062__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0077__pg__rewrite_neg_01,PERF_0077,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0077__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0077__mysql__rewrite_neg_01,PERF_0077,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0077__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0077__spark__rewrite_neg_01,PERF_0077,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0077__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0082__pg__rewrite_neg_01,PERF_0082,performance,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0082__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0082__mysql__rewrite_neg_01,PERF_0082,performance,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0082__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PERF_0082__spark__rewrite_neg_01,PERF_0082,performance,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PERF_0082__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0005__pg__rewrite_neg_01,CONS_0005,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0005__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0005__mysql__rewrite_neg_01,CONS_0005,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0005__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0005__spark__rewrite_neg_01,CONS_0005,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0005__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0007__pg__rewrite_neg_01,CONS_0007,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0007__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0007__mysql__rewrite_neg_01,CONS_0007,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0007__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0007__spark__rewrite_neg_01,CONS_0007,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0007__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0009__pg__rewrite_neg_01,CONS_0009,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0009__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0009__mysql__rewrite_neg_01,CONS_0009,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0009__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0009__spark__rewrite_neg_01,CONS_0009,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0009__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0010__pg__rewrite_neg_01,CONS_0010,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0010__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0010__mysql__rewrite_neg_01,CONS_0010,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0010__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0010__spark__rewrite_neg_01,CONS_0010,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0010__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0011__pg__rewrite_neg_01,CONS_0011,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0011__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0011__mysql__rewrite_neg_01,CONS_0011,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0011__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0011__spark__rewrite_neg_01,CONS_0011,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0011__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0012__pg__rewrite_neg_01,CONS_0012,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0012__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0012__mysql__rewrite_neg_01,CONS_0012,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0012__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0012__spark__rewrite_neg_01,CONS_0012,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0012__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0024__pg__rewrite_neg_01,CONS_0024,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0024__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0024__mysql__rewrite_neg_01,CONS_0024,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0024__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0024__spark__rewrite_neg_01,CONS_0024,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0024__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0036__pg__rewrite_neg_01,CONS_0036,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0036__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0036__mysql__rewrite_neg_01,CONS_0036,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0036__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0036__spark__rewrite_neg_01,CONS_0036,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0036__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0037__pg__rewrite_neg_01,CONS_0037,consistency,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0037__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0037__mysql__rewrite_neg_01,CONS_0037,consistency,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0037__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
CONS_0037__spark__rewrite_neg_01,CONS_0037,consistency,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/CONS_0037__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0003__pg__NA_not_applicable,PORT_0003,portability,pg,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0003__mysql__rewrite_neg_01,PORT_0003,portability,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0003__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0003__spark__rewrite_neg_02_spark,PORT_0003,portability,spark,rewrite_neg_02_spark,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0003__spark__rewrite_neg_02_spark/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0004__pg__rewrite_neg_01,PORT_0004,portability,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0004__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0004__mysql__NA_not_applicable,PORT_0004,portability,mysql,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0004__spark__rewrite_neg_02_spark,PORT_0004,portability,spark,rewrite_neg_02_spark,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0004__spark__rewrite_neg_02_spark/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0005__pg__NA_not_applicable,PORT_0005,portability,pg,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0005__mysql__rewrite_neg_01,PORT_0005,portability,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0005__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0005__spark__rewrite_neg_02_spark,PORT_0005,portability,spark,rewrite_neg_02_spark,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0005__spark__rewrite_neg_02_spark/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0008__pg__NA_not_applicable,PORT_0008,portability,pg,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0008__mysql__rewrite_neg_01,PORT_0008,portability,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0008__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
