case_id,pool,engine,route_id,row_status,exit_code,median_source_ms,median_generated_ms,speedup_ratio,speedup_band,timing_json_path,stdout_log,stderr_log,notes
CONS_0011,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,154.82699999120086,160.4483430273831,0.9649647797533013,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0011,consistency,pg,sqlglot_optimize_same_dialect,executed,0,317.80560791958123,299.3945750640705,1.0614942099454232,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__pg__sqlglot_optimize_same_dialect.stderr.log,
CONS_0011,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,328.71533592697233,333.42345198616385,0.9858794693920123,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0011,consistency,spark,sqlglot_optimize_same_dialect,executed,0,369.92124607786536,315.61980803962797,1.1720469902555024,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/spark/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__spark__sqlglot_optimize_same_dialect.stderr.log,
CONS_0011,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,376.39710400253534,389.3850059248507,0.9666450897577141,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0011/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0011__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0012,consistency,mysql,sqlglot_optimize_same_dialect,executed,0,137.02337606810033,135.63872792292386,1.010208353958932,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__mysql__sqlglot_optimize_same_dialect.stderr.log,
CONS_0012,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,141.5654580341652,136.94375299382955,1.0337489293180384,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0012,consistency,pg,sqlglot_optimize_same_dialect,executed,0,299.6786490548402,404.4289430603385,0.740992093165127,slow_extreme,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__pg__sqlglot_optimize_same_dialect.stderr.log,
CONS_0012,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,398.3674639603123,327.09911197889596,1.2178799922453305,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0012,consistency,spark,sqlglot_optimize_same_dialect,executed,0,307.3073390405625,271.36281703133136,1.1324592750121731,faster,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/spark/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__spark__sqlglot_optimize_same_dialect.stderr.log,
CONS_0012,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,293.5164519585669,279.9627500353381,1.0484125188851658,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0012/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0012__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0024,consistency,mysql,sqlglot_transpile_same_dialect_noop,executed,0,140.3964210767299,134.87628696020693,1.040927387911795,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0024/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0024,consistency,pg,sqlglot_transpile_same_dialect_noop,executed,0,298.56155905872583,297.26080608088523,1.0043757971156368,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0024/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0024,consistency,spark,sqlglot_transpile_same_dialect_noop,executed,0,284.0367869939655,283.14521396532655,1.0031488189969835,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0024/spark/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0024__spark__sqlglot_transpile_same_dialect_noop.stderr.log,
CONS_0036,consistency,mysql,sqlglot_optimize_same_dialect,executed,0,115.78330595511943,113.81705303210765,1.0172755564357927,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0036/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__mysql__sqlglot_optimize_same_dialect.stderr.log,
CONS_0036,consistency,pg,sqlglot_optimize_same_dialect,executed,0,294.6601079311222,325.5752329714596,0.9050446044123771,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0036/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__pg__sqlglot_optimize_same_dialect.stderr.log,
CONS_0036,consistency,spark,sqlglot_optimize_same_dialect,executed,0,181.03622691705823,186.08272599522024,0.9728803463557835,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0036/spark/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0036__spark__sqlglot_optimize_same_dialect.stderr.log,
CONS_0037,consistency,mysql,sqlglot_optimize_same_dialect,executed,0,134.68870392534882,135.85906301159412,0.9913854912561452,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0037/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__mysql__sqlglot_optimize_same_dialect.stderr.log,
CONS_0037,consistency,pg,sqlglot_optimize_same_dialect,executed,0,415.33529199659824,405.79788002651185,1.0235028629756846,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0037/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__pg__sqlglot_optimize_same_dialect.stderr.log,
CONS_0037,consistency,spark,sqlglot_optimize_same_dialect,executed,0,279.57901102490723,290.8776809927076,0.9611566280051455,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/CONS_0037/spark/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/cons_0037__spark__sqlglot_optimize_same_dialect.stderr.log,
LONGTAIL_0011,longtail,mysql,sqlglot_optimize_same_dialect,executed,0,139.29950899910182,133.05769197177142,1.0469106064807934,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/LONGTAIL_0011/mysql/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__mysql__sqlglot_optimize_same_dialect.stderr.log,
LONGTAIL_0011,longtail,mysql,sqlglot_transpile_same_dialect_noop,executed,0,135.17214893363416,133.30187695100904,1.0140303499500798,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/LONGTAIL_0011/mysql/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,
LONGTAIL_0011,longtail,pg,sqlglot_optimize_same_dialect,executed,0,299.6566810179502,301.1053130030632,0.9951889524277564,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__pg__sqlglot_optimize_same_dialect.stderr.log,
LONGTAIL_0011,longtail,pg,sqlglot_transpile_same_dialect_noop,executed,0,300.00246793497354,299.99161697924137,1.0000361708631775,near_parity,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/timings/LONGTAIL_0011/pg/sqlglot_transpile_same_dialect_noop.json,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_timing_01/logs/longtail_0011__pg__sqlglot_transpile_same_dialect_noop.stderr.log,
