method_id,route_id,case_id,pool,engine,source_runtime_ms,rewrite_runtime_ms,speedup_ratio,timing_success,exact_match,timing_row_type,source_artifact,notes
direct_llm,direct_llm_same_engine_rewrite,CONS_0037,CONS,mysql,135.73312002699822,132.55881099030375,1.023946420558394,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,CONS_0037,CONS,pg,293.4221130562946,404.72168603446335,0.7249972590579413,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,CONS_0037,CONS,spark,307.5412770267576,293.02379803266376,1.049543685842457,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0011,LONGTAIL,mysql,137.6921460032463,139.26497392822057,0.9887062203753765,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0011,LONGTAIL,pg,395.48488100990653,302.7434330433607,1.3063367784207653,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0011,LONGTAIL,spark,367.2442480456084,362.1491260128096,1.0140691269613022,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0012,LONGTAIL,mysql,152.6469700038433,148.6207920825109,1.0270902736078622,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0012,LONGTAIL,pg,411.7606159998104,325.5242899758741,1.2649151804626548,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0012,LONGTAIL,spark,582.017034990713,523.5132799716666,1.1117521890222397,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0013,LONGTAIL,mysql,171.6602600645274,169.75118801929057,1.0112462956372352,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0013,LONGTAIL,pg,300.4112149355933,304.033838910982,0.9880848000723716,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0013,LONGTAIL,spark,597.0144970342517,577.8525799978524,1.0331605632641987,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0022,LONGTAIL,mysql,148.73146708123386,150.73855500668287,0.9866849730292291,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0022,LONGTAIL,pg,405.64929507672787,301.94947600830346,1.343434340205885,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0022,LONGTAIL,spark,427.69698495976627,472.631307085976,0.9049273261154582,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0023,LONGTAIL,mysql,131.8825400667265,131.60195900127292,1.0021320432277978,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0024,LONGTAIL,mysql,136.34294201619923,133.73013399541378,1.0195379152231692,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0024,LONGTAIL,pg,303.9335490902886,298.4075651038438,1.01851824361263,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,LONGTAIL_0024,LONGTAIL,spark,325.53435605950654,323.10787099413574,1.007509829636477,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0006,PERF,mysql,115.98047392908484,113.64219803363085,1.0205757714644168,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0006,PERF,pg,291.0066860495135,292.61825897265226,0.9944925756554058,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0006,PERF,spark,252.80101597309113,227.17419697437435,1.1128069091473778,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0007,PERF,mysql,113.21161594241858,117.10000899620354,0.9667942548671279,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0007,PERF,pg,293.26604795642197,422.02664306387305,0.6948993689766564,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0008,PERF,mysql,154.1842109290883,152.66817598603666,1.009930261714729,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0008,PERF,pg,298.6399990040809,299.0827860776335,0.998519516688474,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0008,PERF,spark,356.5817669732496,368.17417689599097,0.9685137887168653,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
direct_llm,direct_llm_same_engine_rewrite,PERF_0013,PERF,mysql,202.6747049530968,208.1689500482753,0.9736067982573561,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0013,PERF,pg,311.8943020235747,349.12970603909343,0.893347935247454,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0013,PERF,spark,508.06855596601963,519.0438529243693,0.9788547790393562,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
direct_llm,direct_llm_same_engine_rewrite,PERF_0017,PERF,mysql,167.91557404212654,167.3105489462614,1.0036161802090522,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0017,PERF,pg,302.7995720040053,307.18359199818224,0.9857283393111607,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0017,PERF,spark,401.0570099344477,374.7169839916751,1.070293120056063,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
direct_llm,direct_llm_same_engine_rewrite,PERF_0019,PERF,mysql,130.78301399946213,131.1427690088749,0.9972567682371537,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0019,PERF,spark,319.5061630103737,328.7476550322026,0.9718887971355304,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
direct_llm,direct_llm_same_engine_rewrite,PERF_0024,PERF,mysql,191.6252530645579,191.1096670664847,1.002697854095962,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0024,PERF,pg,408.90220005530864,303.3679510699585,1.34787540547094,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0024,PERF,spark,558.8947660289705,507.4197290232405,1.101444689793235,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
direct_llm,direct_llm_same_engine_rewrite,PERF_0033,PERF,mysql,148.69884902145714,149.56678298767656,0.9941970138764639,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0033,PERF,pg,404.1134000290185,298.7829839112237,1.3525315087859597,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0033,PERF,spark,375.7408079691231,325.51013806369156,1.1543136880597036,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0034,PERF,mysql,205.42189094703645,208.45460903365165,0.9854514222512316,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0034,PERF,pg,513.5598100023344,302.87938204128295,1.6955918443214975,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0034,PERF,spark,826.3755299849436,654.8403209308162,1.2619496747089434,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0035,PERF,mysql,171.6790460050106,172.4286680109799,0.9956525674377908,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0035,PERF,pg,310.10175100527704,301.7610650276765,1.0276400336035252,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0035,PERF,spark,550.3613520413637,562.8705059643835,0.9777761424866498,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0052,PERF,mysql,176.2715799268335,172.86397598218173,1.0197126320003367,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0052,PERF,pg,302.58479702752084,304.13781001698226,0.9948937194314159,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0052,PERF,spark,463.35570397786796,434.06063702423126,1.0674907246933827,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0054,PERF,mysql,150.5845399806276,153.94832903984934,0.9781498826248967,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0054,PERF,pg,402.75287989061326,297.5662340177223,1.3534898582163266,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0054,PERF,spark,336.50142594706267,322.19441805500537,1.0444048906198455,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0056,PERF,mysql,228.34965703077614,228.98009594064206,0.9972467523551508,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0056,PERF,pg,307.1230340283364,420.0757470680401,0.7311134626836512,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0056,PERF,spark,1524.0942200180143,1526.9350640010089,0.9981395122490994,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0062,PERF,mysql,209.61275999434292,205.26278798934072,1.0211922094969699,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0062,PERF,pg,426.6176769742742,367.7938269684091,1.1599370236600455,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0062,PERF,spark,512.2897109249607,461.4017710555345,1.1102898667965913,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0077,PERF,mysql,184.2075539752841,184.0856479248032,1.000662224632149,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0077,PERF,pg,305.06419006269425,310.41170994285494,0.9827728152357875,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0082,PERF,mysql,204.24907805863768,200.8767689112574,1.0167879499737975,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0082,PERF,pg,415.64591601490974,309.03189606033266,1.3449935793480772,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PERF_0082,PERF,spark,708.280308987014,697.1550419693813,1.0159580959010281,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0003,PORT,pg,294.4751169998199,294.0378059865907,1.001487261176371,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0004,PORT,mysql,136.11782097723335,135.05328597966582,1.0078823331831246,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0005,PORT,pg,295.9301130613312,293.21791301481426,1.0092497761089376,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0008,PORT,pg,297.0368970418349,295.50549597479403,1.0051823099329817,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0012,PORT,pg,375.958206015639,297.07266006153077,1.265542934640196,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0013,PORT,mysql,134.26634401548654,132.72665708791465,1.011600434768368,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
direct_llm,direct_llm_same_engine_rewrite,PORT_0022,PORT,mysql,132.51964608207345,132.30105803813785,1.0016522017826388,true,true,route_exact_timed_row,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,original full timing success retained from direct_llm_same_engine_timing_01
