row_id,method_id,route_id,case_id,engine,timing_denominator_id,warmup_count,repeat_count,timeout_policy,source_sql_artifact,candidate_sql_artifact,schema_artifact,result_check_artifact,witness_artifact,timing_json_artifact,stdout_log_artifact,stderr_log_artifact,notes
sqlglot_optimize_same_dialect__PERF_0006__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0006,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0006/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0006/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0006__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0006__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0006__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0006,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0006/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0006/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0006__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0006__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0007__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0007/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0007/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0007__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0007/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0007/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0007__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0007/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0007/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0007__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0033__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0033/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0033/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0033__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0033/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0033/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0033__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0033/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0033/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0033__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0034__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0034/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0034/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0034__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0034/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0034/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0034__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0034/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0034/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0034__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0035__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0035/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0035/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0035__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0035/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0035/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0035__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0035/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0035/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0035__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0056__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0056/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0056/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0056__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0056/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0056__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,spark,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0056/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0056/spark/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__spark.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0056__spark.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0077__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0077,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0077/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0077/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0077__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0077__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0077__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0077,pg,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0077/pg/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0077__pg.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0077__pg.stderr.log,route-separated SQLGlot timing after checker backfill
sqlglot_optimize_same_dialect__PERF_0082__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0082,mysql,sqlglot_optimize_same_dialect_exact63_timing,1,3,30s_per_query_attempt,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,cases/PERF/PERF_0082/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timings/sqlglot_optimize_same_dialect/PERF_0082/mysql/timing.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0082__mysql.stdout.log,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/logs/sqlglot_optimize_same_dialect__PERF_0082__mysql.stderr.log,route-separated SQLGlot timing after checker backfill
