case_id,pool,source_family,sql_feature_primary,sql_feature_secondary,rewrite_opportunity_primary,rewrite_opportunity_secondary,plan_operator_present,plan_operator_delta_relevant,workload_realism_source_inherited,workload_realism_case_specific,portability_confirmed,portability_suspected,all_normalized_tags,tag_source_artifact,notes
LONGTAIL_0012,LONGTAIL,SQLStorm,subquery_in_from|window_function,expression_complexity|outer_join,materialization_strategy,aggregation_rewrite,aggregate|join|limit|scan|sort|subquery|window,,realistic_query_style,complex_expression_density|result_size_sensitivity,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,cases/LONGTAIL/LONGTAIL_0012/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
LONGTAIL_0013,LONGTAIL,SQLStorm,cte|window_function,expression_complexity|outer_join,cte_strategy,aggregation_rewrite,aggregate|join|materialize|scan|sort|subquery|window,,realistic_query_style,complex_expression_density|high_join_count,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,cases/LONGTAIL/LONGTAIL_0013/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
LONGTAIL_0022,LONGTAIL,Stack Queries,cte|outer_join,,cte_strategy,aggregation_rewrite,aggregate|join|scan|sort|subquery,,manual_gap_fill_realism|realistic_query_style,long_tail_structure,,null_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,cases/LONGTAIL/LONGTAIL_0022/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
LONGTAIL_0023,LONGTAIL,Stack Queries,cte|outer_join,expression_complexity,cte_strategy,aggregation_rewrite,aggregate|join|scan|sort|subquery,,manual_gap_fill_realism|realistic_query_style,long_tail_structure,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,cases/LONGTAIL/LONGTAIL_0023/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
LONGTAIL_0024,LONGTAIL,Stack Queries,cte,,cte_strategy,aggregation_rewrite,aggregate|join|scan|sort|subquery,,manual_gap_fill_realism|realistic_query_style,long_tail_structure,,datetime_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,cases/LONGTAIL/LONGTAIL_0024/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0006,PERF,TPC-H,date_time_function,expression_complexity,predicate_pushdown,materialization_strategy,aggregate|scan|sort,,classic_analytical_baseline,,,datetime_semantics_gap|type_semantics_gap,plan_operator:present:aggregate|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0006/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0007,PERF,TPC-H,date_time_function,,predicate_pushdown,materialization_strategy,aggregate|scan,,classic_analytical_baseline,,,datetime_semantics_gap|type_semantics_gap,plan_operator:present:aggregate|plan_operator:present:scan|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0007/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0008,PERF,TPC-H,date_time_function,subquery_in_from,predicate_pushdown,materialization_strategy,aggregate|join|limit|scan|sort,,classic_analytical_baseline,,,datetime_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0008/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0013,PERF,TPC-H,date_time_function,,predicate_pushdown,join_reorder,aggregate|join|scan|sort,,classic_analytical_baseline,,,datetime_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0013/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0017,PERF,TPC-H,date_time_function,,predicate_pushdown,join_reorder,aggregate|join|limit|scan|sort,,classic_analytical_baseline,,,datetime_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0017/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0019,PERF,TPC-H,outer_join,subquery_in_from,materialization_strategy,predicate_pushdown,aggregate|join|scan|sort,,classic_analytical_baseline,,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0019/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0024,PERF,TPC-H,correlated_subquery|date_time_function,,subquery_decorrelation,predicate_pushdown,aggregate|join|materialize|scan|sort,,classic_analytical_baseline,,,datetime_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:correlated_subquery|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0024/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0033,PERF,TPC-DS,,,predicate_pushdown,join_reorder,aggregate|join|limit|scan|sort,,classic_analytical_baseline,,limit_fetch_gap,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0033/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0034,PERF,TPC-DS,cte|set_operation,,materialization_strategy,predicate_pushdown,aggregate|join|limit|scan|set_op|sort,,classic_analytical_baseline,long_tail_structure,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:set_op|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:cte|sql_feature:primary:set_operation|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0034/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0035,PERF,TPC-DS,cte|window_function,expression_complexity,aggregation_rewrite,cte_strategy,aggregate|join|limit|materialize|scan|sort|window,,classic_analytical_baseline,complex_expression_density,,type_semantics_gap,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:window|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0035/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0052,PERF,TPC-DS,correlated_subquery|cte,,subquery_decorrelation,cte_strategy,aggregate|join|limit|materialize|scan|sort,,classic_analytical_baseline,,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:correlated_subquery|sql_feature:primary:cte|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0052/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0054,PERF,TPC-DS,,,join_reorder,predicate_pushdown,aggregate|join|limit|scan|sort,,classic_analytical_baseline,,limit_fetch_gap,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0054/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0056,PERF,TPC-DS,correlated_subquery,,subquery_decorrelation,predicate_pushdown,aggregate|join|limit|scan|sort,,classic_analytical_baseline,,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:correlated_subquery|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0056/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0062,PERF,TPC-DS,,,predicate_pushdown,join_reorder,aggregate|join|scan,,classic_analytical_baseline,,,,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|workload_realism:source_inherited:classic_analytical_baseline,cases/PERF/PERF_0062/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0077,PERF,JOB/IMDB,,,join_reorder,predicate_pushdown,aggregate|filter|join|scan,,classic_analytical_baseline|real_data_correlation,,,,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,cases/PERF/PERF_0077/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PERF_0082,PERF,JOB/IMDB,,,join_reorder,predicate_pushdown,aggregate|filter|join|materialize|scan,materialize,classic_analytical_baseline|real_data_correlation,,,,plan_operator:delta_relevant:materialize|plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,cases/PERF/PERF_0082/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0003,PORT,PARROT,,,dialect_adaptation,order_limit_simplification,limit|scan|sort,,realistic_query_style,result_size_sensitivity,identifier_quoting|limit_fetch_gap|null_semantics_gap,,plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0003/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0004,PORT,PARROT,date_time_function|expression_complexity,,dialect_adaptation,expression_simplification|function_normalization,aggregate|filter|scan,,realistic_query_style,complex_expression_density,datetime_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0004/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0005,PORT,PARROT,,,dialect_adaptation,order_limit_simplification,filter|limit|scan|sort,,realistic_query_style,result_size_sensitivity,identifier_quoting|limit_fetch_gap,null_semantics_gap,plan_operator:present:filter|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0005/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0008,PORT,PARROT,date_time_function,expression_complexity,dialect_adaptation,function_normalization,filter|join|scan,,realistic_query_style,,datetime_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0008/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0012,PORT,PARROT,date_time_function|expression_complexity,,dialect_adaptation,expression_simplification|function_normalization,aggregate|filter|scan,,realistic_query_style,complex_expression_density,datetime_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0012/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0013,PORT,PARROT,expression_complexity,,dialect_adaptation,expression_simplification,aggregate|filter|join|scan,,realistic_query_style,complex_expression_density,boolean_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:boolean_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0013/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0022,PORT,PARROT,date_time_function,,dialect_adaptation,function_normalization,aggregate|filter|join|scan,,realistic_query_style,,datetime_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0022/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0024,PORT,PARROT,expression_complexity,,dialect_adaptation,expression_simplification,aggregate|scan,,realistic_query_style,complex_expression_density,boolean_semantics_gap|identifier_quoting|type_semantics_gap,,plan_operator:present:aggregate|plan_operator:present:scan|portability:confirmed:boolean_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0024/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
PORT_0025,PORT,PARROT,date_time_function,,dialect_adaptation,function_normalization|order_limit_simplification,filter|join|limit|scan|sort,,realistic_query_style,result_size_sensitivity,datetime_semantics_gap|identifier_quoting|limit_fetch_gap,,plan_operator:present:filter|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|rewrite_opportunity:secondary:order_limit_simplification|sql_feature:primary:date_time_function|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,cases/PORT/PORT_0025/manifest.yaml,Values come from retained normalized tags only; empty field means no retained tag in that namespace for this case.
