case_id,pool,engine,route_id,source_sql_path,schema_path,calcite_wrapper_available,expected_generated_sql_path,generation_status,exclusion_reason,caveat
PERF_0082,performance,pg,calcite_hep_pg_rewrite,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0082/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historical_calcite_evidence_strongest_on_perf_pg; this row is part of the primary PG40 rerun denominator
CONS_0005,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0005/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0007,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0007/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0009,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0009/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0010,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0010/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0011,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0011/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0012,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0012/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0024,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0024/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0036,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0036/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
CONS_0037,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0037/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0003,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0003/source.sql,cases/PORT/PORT_0003/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0003/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0004,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0004/source.sql,cases/PORT/PORT_0004/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0004/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0005,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0005/source.sql,cases/PORT/PORT_0005/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0005/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0008,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0008/source.sql,cases/PORT/PORT_0008/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0008/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0012,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0012/source.sql,cases/PORT/PORT_0012/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0012/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0013,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0013/source.sql,cases/PORT/PORT_0013/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0013/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0022,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0022/source.sql,cases/PORT/PORT_0022/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0022/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0024,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0024/source.sql,cases/PORT/PORT_0024/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0024/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
PORT_0025,portability,pg,calcite_hep_pg_rewrite,cases/PORT/PORT_0025/source.sql,cases/PORT/PORT_0025/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0025/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0011,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0011/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0012,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0012/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0013,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0013/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0022,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0022/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0023,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0023/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
LONGTAIL_0024,longtail,pg,calcite_hep_pg_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_pg.sql,yes_repo_local_wrapper_scaffold,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0024/pg/calcite_hep_pg_rewrite.sql,ready_to_attempt_current_denominator,,historically_out_of_family_for_calcite_hep; keep row explicit in PG40 rerun and report unsupported_or_failed rather than silently dropping
