case_id,pool,engine,route_id,source_sql_path,schema_path,prompt_path,raw_response_path,generated_sql_path,denominator_id,method_id,temperature,top_p,max_tokens
CONS_0010,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0010/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0010/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0010/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0010,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0010/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0010/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0010/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0011,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0011/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0011/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0011,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0011/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0011/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0011,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0011/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0011/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0012,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0012/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0012/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0012,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0012/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0012/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0012,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0012/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0012/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0024,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0024/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0024/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0024,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0024/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0024/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0024,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0024/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0024/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0036,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0036/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0036/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0036,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0036/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0036/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0036,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0036/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0036/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0037,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0037/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0037/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0037,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0037/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0037/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
CONS_0037,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/CONS_0037/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/CONS_0037/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0011,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0011/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0011/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0011,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0011/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0011/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0011,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0011/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0011/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0012,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0012/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0012/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0012,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0012/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0012/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0012,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0012/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0012/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0013,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0013/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0013/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0013,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0013/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0013/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0013,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0013/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0013/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0022,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0022/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0022/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0022,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0022/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0022/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0022,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0022/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0022/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0023,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0023/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0023/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0023,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0023/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0023/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0023,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0023/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0023/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0024,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0024/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0024/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0024,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0024/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0024/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
LONGTAIL_0024,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/LONGTAIL_0024/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/LONGTAIL_0024/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
PERF_0006,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/PERF_0006/mysql/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/PERF_0006/mysql/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/mysql/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
PERF_0006,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_pg.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/PERF_0006/pg/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/PERF_0006/pg/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/pg/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
PERF_0006,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/prompts/PERF_0006/spark/prompt.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/raw_responses/PERF_0006/spark/response.txt,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/spark/direct_llm_same_engine_rewrite.sql,common_core_v0_40,direct_llm,0,1,2048
