row_type,case_id,pool,source_family,engine,route_id,status,is_noop_output,failure_bucket,failure_message,preflight_status,known_caveat
failed,PORT_0004,portability,PARROT,pg,sqlglot_optimize_same_dialect,generation_failed,,parse_or_generation_error,"ParseError: Expected END after CASE. Line 5, Col: 32.
  
-- draft-only / not validated
-- source dialect: mysql_like_candidate
SELECT CAST( SUM( CASE WHEN `[4msex[0m` = 'F' THEN 1 ELSE 0 END ) AS DOUBLE ) * 100 / COUNT( `id` ) FROM `patient` WHERE `diagnosis` = 'RA",needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0004,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_failed,,parse_or_generation_error,"ParseError: Expected END after CASE. Line 5, Col: 32.
  
-- draft-only / not validated
-- source dialect: mysql_like_candidate
SELECT CAST( SUM( CASE WHEN `[4msex[0m` = 'F' THEN 1 ELSE 0 END ) AS DOUBLE ) * 100 / COUNT( `id` ) FROM `patient` WHERE `diagnosis` = 'RA",needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0013,portability,PARROT,pg,sqlglot_optimize_same_dialect,generation_failed,,parse_or_generation_error,"ParseError: Expecting ). Line 1, Col: 21.
  SELECT CAST( SUM( `[4mt2[0m`.`gender` = 'F' ) AS DOUBLE ) * 100 / COUNT( `t2`.`client_id` ) FROM `district` AS `t1` INNER JOIN",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0013,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_failed,,parse_or_generation_error,"ParseError: Expecting ). Line 1, Col: 21.
  SELECT CAST( SUM( `[4mt2[0m`.`gender` = 'F' ) AS DOUBLE ) * 100 / COUNT( `t2`.`client_id` ) FROM `district` AS `t1` INNER JOIN",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0022,portability,PARROT,pg,sqlglot_optimize_same_dialect,generation_failed,,parse_or_generation_error,"ParseError: Expecting ). Line 1, Col: 23.
  SELECT CAST( COUNT( `[4mt1[0m`.`id` ) AS DOUBLE ) / 12 FROM `postlinks` AS `t1` INNER JOIN `posts` AS `t2` ON `t1`.`postid` = `t2",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0022,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_failed,,parse_or_generation_error,"ParseError: Expecting ). Line 1, Col: 23.
  SELECT CAST( COUNT( `[4mt1[0m`.`id` ) AS DOUBLE ) / 12 FROM `postlinks` AS `t1` INNER JOIN `posts` AS `t2` ON `t1`.`postid` = `t2",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0024,portability,PARROT,pg,sqlglot_optimize_same_dialect,generation_failed,,parse_or_generation_error,"ParseError: Expected END after CASE. Line 1, Col: 39.
  SELECT CAST( SUM( CASE WHEN `[4mistextless[0m` = 0 AND `isstoryspotlight` = 1 THEN 1 ELSE 0 END ) AS DOUBLE ) * 100 / COUNT( `id` ) FROM `cards`",needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0024,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_failed,,parse_or_generation_error,"ParseError: Expected END after CASE. Line 1, Col: 39.
  SELECT CAST( SUM( CASE WHEN `[4mistextless[0m` = 0 AND `isstoryspotlight` = 1 THEN 1 ELSE 0 END ) AS DOUBLE ) * 100 / COUNT( `id` ) FROM `cards`",needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0025,portability,PARROT,pg,sqlglot_optimize_same_dialect,generation_failed,,parse_or_generation_error,"ParseError: Invalid expression / Unexpected token. Line 1, Col: 11.
  SELECT `t1[4m`[0m.`account_id` FROM `loan` AS `t1` INNER JOIN `account` AS `t2` ON `t1`.`account_id` = `t2`.`account_",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
failed,PORT_0025,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_failed,,parse_or_generation_error,"ParseError: Invalid expression / Unexpected token. Line 1, Col: 11.
  SELECT `t1[4m`[0m.`account_id` FROM `loan` AS `t1` INNER JOIN `account` AS `t2` ON `t1`.`account_id` = `t2`.`account_",needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PERF_0007,performance,TPC-H,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0007,performance,TPC-H,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0007,performance,TPC-H,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0033,performance,TPC-DS,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0033,performance,TPC-DS,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0033,performance,TPC-DS,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0054,performance,TPC-DS,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0054,performance,TPC-DS,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,PERF_0054,performance,TPC-DS,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
noop,CONS_0036,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,CONS_0036,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,CONS_0036,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,CONS_0037,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,CONS_0037,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,CONS_0037,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,ready_for_same_engine_sqlglot_preflight,common_core_v0 consistency candidate; human review required before freeze
noop,PORT_0003,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0003,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0003,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0004,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0004,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0005,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0005,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0005,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0008,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0008,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0008,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0012,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0012,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0012,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark"
noop,PORT_0013,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0013,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0022,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0022,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0024,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0024,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0025,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
noop,PORT_0025,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,generation_success,yes,,,needs_port_route_review,"portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark"
