run_id,event_id,method_id,method_version,case_id,pool,source_family,route_id,engine,target_dialect,source_sql_path,generated_sql_path,generation_mode,status,failure_bucket,parse_status,generation_status,generated_sql_same_as_source_normalized,is_noop_output,is_denominator_case,can_report_metric_now,can_use_for_method_ranking,speedup_exclusion_reason,notes
sqlglot_same_engine_generation_01,PERF_0007__spark__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0007,performance,TPC-H,sqlglot_optimize_same_dialect,spark,spark,cases/PERF/PERF_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/spark/sqlglot_optimize_same_dialect.sql,optimize,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
sqlglot_same_engine_generation_01,PERF_0007__spark__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0007,performance,TPC-H,sqlglot_transpile_same_dialect_noop,spark,spark,cases/PERF/PERF_0007/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/spark/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,yes,yes,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0008__pg__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_optimize_same_dialect,pg,postgres,cases/PERF/PERF_0008/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'l_orderkey' could not be resolved. Line: 12, Col: 11"
sqlglot_same_engine_generation_01,PERF_0008__pg__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_transpile_same_dialect_noop,pg,postgres,cases/PERF/PERF_0008/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/pg/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0008__mysql__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_optimize_same_dialect,mysql,mysql,cases/PERF/PERF_0008/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'l_orderkey' could not be resolved. Line: 12, Col: 11"
sqlglot_same_engine_generation_01,PERF_0008__mysql__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_transpile_same_dialect_noop,mysql,mysql,cases/PERF/PERF_0008/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/mysql/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0008__spark__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_optimize_same_dialect,spark,spark,cases/PERF/PERF_0008/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'l_orderkey' could not be resolved. Line: 12, Col: 11"
sqlglot_same_engine_generation_01,PERF_0008__spark__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0008,performance,TPC-H,sqlglot_transpile_same_dialect_noop,spark,spark,cases/PERF/PERF_0008/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/spark/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0013__pg__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_optimize_same_dialect,pg,postgres,cases/PERF/PERF_0013/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'n_name' could not be resolved. Line: 12, Col: 7"
sqlglot_same_engine_generation_01,PERF_0013__pg__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_transpile_same_dialect_noop,pg,postgres,cases/PERF/PERF_0013/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/pg/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0013__mysql__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_optimize_same_dialect,mysql,mysql,cases/PERF/PERF_0013/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'n_name' could not be resolved. Line: 12, Col: 7"
sqlglot_same_engine_generation_01,PERF_0013__mysql__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_transpile_same_dialect_noop,mysql,mysql,cases/PERF/PERF_0013/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/mysql/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0013__spark__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_optimize_same_dialect,spark,spark,cases/PERF/PERF_0013/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'n_name' could not be resolved. Line: 12, Col: 7"
sqlglot_same_engine_generation_01,PERF_0013__spark__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0013,performance,TPC-H,sqlglot_transpile_same_dialect_noop,spark,spark,cases/PERF/PERF_0013/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/spark/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0017__pg__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_optimize_same_dialect,pg,postgres,cases/PERF/PERF_0017/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 12, Col: 13"
sqlglot_same_engine_generation_01,PERF_0017__pg__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_transpile_same_dialect_noop,pg,postgres,cases/PERF/PERF_0017/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/pg/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0017__mysql__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_optimize_same_dialect,mysql,mysql,cases/PERF/PERF_0017/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 12, Col: 13"
sqlglot_same_engine_generation_01,PERF_0017__mysql__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_transpile_same_dialect_noop,mysql,mysql,cases/PERF/PERF_0017/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/mysql/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0017__spark__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_optimize_same_dialect,spark,spark,cases/PERF/PERF_0017/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 12, Col: 13"
sqlglot_same_engine_generation_01,PERF_0017__spark__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0017,performance,TPC-H,sqlglot_transpile_same_dialect_noop,spark,spark,cases/PERF/PERF_0017/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/spark/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0019__pg__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_optimize_same_dialect,pg,postgres,cases/PERF/PERF_0019/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 17, Col: 21"
sqlglot_same_engine_generation_01,PERF_0019__pg__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_transpile_same_dialect_noop,pg,postgres,cases/PERF/PERF_0019/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/pg/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0019__mysql__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_optimize_same_dialect,mysql,mysql,cases/PERF/PERF_0019/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 17, Col: 21"
sqlglot_same_engine_generation_01,PERF_0019__mysql__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_transpile_same_dialect_noop,mysql,mysql,cases/PERF/PERF_0019/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/mysql/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0019__spark__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_optimize_same_dialect,spark,spark,cases/PERF/PERF_0019/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 'c_custkey' could not be resolved. Line: 17, Col: 21"
sqlglot_same_engine_generation_01,PERF_0019__spark__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0019,performance,TPC-H,sqlglot_transpile_same_dialect_noop,spark,spark,cases/PERF/PERF_0019/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/spark/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0024__pg__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0024,performance,TPC-H,sqlglot_optimize_same_dialect,pg,postgres,cases/PERF/PERF_0024/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 's_name' could not be resolved. Line: 6, Col: 10"
sqlglot_same_engine_generation_01,PERF_0024__pg__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0024,performance,TPC-H,sqlglot_transpile_same_dialect_noop,pg,postgres,cases/PERF/PERF_0024/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0024/pg/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
sqlglot_same_engine_generation_01,PERF_0024__mysql__sqlglot_optimize_same_dialect,sqlglot,sqlglot_30.2.1,PERF_0024,performance,TPC-H,sqlglot_optimize_same_dialect,mysql,mysql,cases/PERF/PERF_0024/source.sql,,optimize,generation_failed,parse_or_generation_error,success,failed,,,true,no,no,generation_only_no_execution,"generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; sqlglot_error=OptimizeError: Column 's_name' could not be resolved. Line: 6, Col: 10"
sqlglot_same_engine_generation_01,PERF_0024__mysql__sqlglot_transpile_same_dialect_noop,sqlglot,sqlglot_30.2.1,PERF_0024,performance,TPC-H,sqlglot_transpile_same_dialect_noop,mysql,mysql,cases/PERF/PERF_0024/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0024/mysql/sqlglot_transpile_same_dialect_noop.sql,transpile_noop,generation_success,,success,success,no,no,true,no,no,generation_only_no_execution,generation_only_no_execution; preflight_status=ready_for_same_engine_sqlglot_preflight; controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; same-dialect transpile no-op route; identical normalized SQL is expected and explicit
