case_id,pool,engine,route_id,source_sql_path,generated_sql_path,schema_path,witness_data_path,expected_timing_output_path,expected_log_stdout,expected_log_stderr,expected_workspace_dir,caveat
PERF_0054,performance,pg,calcite_hep_pg_rewrite,cases/PERF/PERF_0054/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0054/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,cases/PERF/PERF_0054/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0054/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0054_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0054_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/PERF_0054/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation
PERF_0056,performance,pg,calcite_hep_pg_rewrite,cases/PERF/PERF_0056/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0056/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0056/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0056_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0056_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/PERF_0056/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation
PERF_0077,performance,pg,calcite_hep_pg_rewrite,cases/PERF/PERF_0077/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0077/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0077/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0077_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0077_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/PERF_0077/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; JOB/IMDB real-schema bridge; human approved for review slate only; PostgreSQL-only witness validation
PERF_0082,performance,pg,calcite_hep_pg_rewrite,cases/PERF/PERF_0082/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0082/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,cases/PERF/PERF_0082/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0082/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0082_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/PERF_0082_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/PERF_0082/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; JOB/IMDB real-schema bridge; human approved for review slate only; PostgreSQL-only witness validation
CONS_0005,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0005/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0005/schema/ddl_pg.sql,cases/CONS/CONS_0005/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0005/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0005_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0005_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0005/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0007,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0007/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0007/schema/ddl_pg.sql,cases/CONS/CONS_0007/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0007/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0007_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0007_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0007/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0009,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0009/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0009/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,cases/CONS/CONS_0009/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0009/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0009_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0009_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0009/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0010,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0010/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0010/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0010_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0010_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0010/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0011,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0011/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0011/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0011_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0011_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0011/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0012,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0012/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0012/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0012_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0012_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0012/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0024,consistency,pg,calcite_hep_pg_rewrite,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0024/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0024/pg/calcite_hep_pg_rewrite.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0024_pg_calcite_hep_pg_rewrite.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/logs/CONS_0024_pg_calcite_hep_pg_rewrite.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/workspaces/CONS_0024/pg/calcite_hep_pg_rewrite,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
