method_id,case_id,pool,engine,source_sql_path,schema_path,existing_candidate_sql_path,adapter_available,generation_or_rewrite_available,execution_evidence_available,checker_evidence_available,timing_evidence_available,non_noop_status,current_denominator,proposed_denominator,feasibility_status,blocker_reason,required_next_action,claim_boundary
calcite_hep,PERF_0024,performance,pg,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_pg.sql,,yes_pg_only,yes_historical_pg_only,yes,yes,yes,nontrivial_rewrite_candidate,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,feasible_pg_overlap_subset_only,not_full_common_core_v0_40; no MySQL/Spark path; no non-PERF evidence,materialize common_core_v0_40_perf_pg9_overlap package; then decide whether to extend to remaining PERF PG cases,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0024,performance,mysql,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0024,performance,spark,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0033,performance,pg,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_pg.sql,,yes_pg_only,yes_historical_pg_only,yes,yes,yes,nontrivial_rewrite_candidate,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,feasible_pg_overlap_subset_only,not_full_common_core_v0_40; no MySQL/Spark path; no non-PERF evidence,materialize common_core_v0_40_perf_pg9_overlap package; then decide whether to extend to remaining PERF PG cases,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0033,performance,mysql,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0033,performance,spark,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0034,performance,pg,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0034,performance,mysql,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0034,performance,spark,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0035,performance,pg,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0035,performance,mysql,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0035,performance,spark,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0052,performance,pg,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,,yes_pg_only,yes_historical_pg_only,yes,yes,yes,nontrivial_rewrite_candidate,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,feasible_pg_overlap_subset_only,not_full_common_core_v0_40; no MySQL/Spark path; no non-PERF evidence,materialize common_core_v0_40_perf_pg9_overlap package; then decide whether to extend to remaining PERF PG cases,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0052,performance,mysql,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0052,performance,spark,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0054,performance,pg,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,,yes_pg_only,yes_historical_pg_only,yes,yes,yes,nontrivial_rewrite_candidate,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,feasible_pg_overlap_subset_only,not_full_common_core_v0_40; no MySQL/Spark path; no non-PERF evidence,materialize common_core_v0_40_perf_pg9_overlap package; then decide whether to extend to remaining PERF PG cases,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0054,performance,mysql,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0054,performance,spark,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0056,performance,pg,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0056,performance,mysql,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0056,performance,spark,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0062,performance,pg,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0062,performance,mysql,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0062,performance,spark,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0077,performance,pg,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0077,performance,mysql,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0077,performance,spark,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0082,performance,pg,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,,yes_pg_only,no_current_case_artifact,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,outside_historic_subset_extension_required,case is in common_core_v0_40 PERF but outside the historical prior_method_pg10 subset,use Calcite HEP as first-wave extension method for remaining PERF PG cases after overlap materialization,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0082,performance,mysql,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,PERF_0082,performance,spark,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_engine_no_mysql_or_spark_path,"historical prior-method evidence is PG-only; no MySQL or Spark adapter, checker, or timing evidence exists",treat as unsupported unless a new engine adapter program is explicitly approved,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0005,consistency,pg,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_pg.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0005,consistency,mysql,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0005,consistency,spark,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0007,consistency,pg,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_pg.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0007,consistency,mysql,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0007,consistency,spark,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0009,consistency,pg,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0009,consistency,mysql,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_mysql.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0009,consistency,spark,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_spark.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
calcite_hep,CONS_0010,consistency,pg,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,,no,no,no,no,no,not_run,prior_method_pg10,common_core_v0_40_perf_pg9_overlap,unsupported_outside_perf_scope,existing prior-method evidence is performance-only; no common-core consistency/portability/longtail route evidence exists,do not extend beyond PERF without explicit new adapter and evaluation design work,calcite_hep_pg_only_witness_scale_subset_only_not_leaderboard
