case_id,pool,source_family,engine,route_id,generation_status,is_noop_output,generated_sql_path,controls_native_source_status,controls_native_source_evidence_mode,execution_row_status,source_sql_path,schema_path,witness_data_path,run_local_workspace,execution_command_kind,caveat
CONS_0007,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_spark.sql,cases/CONS/CONS_0007/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0007/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; known cross-engine generated SQL failure shape e2.e1.commission; preserve if execution fails
CONS_0007,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0007/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_spark.sql,cases/CONS/CONS_0007/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0007/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_mysql.sql,cases/CONS/CONS_0009/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_mysql.sql,cases/CONS/CONS_0009/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,cases/CONS/CONS_0009/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,cases/CONS/CONS_0009/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_spark.sql,cases/CONS/CONS_0009/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0009/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_spark.sql,cases/CONS/CONS_0009/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0009/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,cases/CONS/CONS_0010/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0010/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,cases/CONS/CONS_0010/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,cases/CONS/CONS_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,cases/CONS/CONS_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,cases/CONS/CONS_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0011/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,cases/CONS/CONS_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,cases/CONS/CONS_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,cases/CONS/CONS_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,cases/CONS/CONS_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0012/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,cases/CONS/CONS_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,failed,no,,success,fresh_manual_validation,not_executed_generation_failed,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,cases/CONS/CONS_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/mysql/sqlglot_optimize_same_dialect,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0024/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,cases/CONS/CONS_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,pg,sqlglot_optimize_same_dialect,failed,no,,success,fresh_manual_validation,not_executed_generation_failed,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/pg/sqlglot_optimize_same_dialect,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0024/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,spark,sqlglot_optimize_same_dialect,failed,no,,success,fresh_manual_validation,not_executed_generation_failed,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_spark.sql,cases/CONS/CONS_0024/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/spark/sqlglot_optimize_same_dialect,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0024/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_spark.sql,cases/CONS/CONS_0024/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0024/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_mysql.sql,cases/CONS/CONS_0036/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
