case_id,pool,source_family,engine,route_id,generation_status,execution_row_status,record_row_status,exit_code,status,failure_class,top_error,stdout_log,stderr_log,caveat
CONS_0007,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,1,executed_failed,method_generated_sql_execution_failure,Bad generated reference shape e2.e1.commission,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; known cross-engine generated SQL failure shape e2.e1.commission; preserve if execution fails
CONS_0007,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0007__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,1,executed_failed,method_generated_sql_execution_failure,Bad generated reference shape t1.t0a,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,1,executed_failed,method_generated_sql_execution_failure,Bad generated reference shape t1.t0a,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,1,executed_failed,method_generated_sql_execution_failure,Bad generated reference shape t1.t0a,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0009,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0009__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0010,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0010__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0011,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0011__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0012,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0012__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,mysql,sqlglot_optimize_same_dialect,failed,not_executed_generation_failed,not_executed_generation_failed,,not_executed_generation_failed,expected_generation_failed_outcome,Generation failed earlier; row preserved explicitly,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,pg,sqlglot_optimize_same_dialect,failed,not_executed_generation_failed,not_executed_generation_failed,,not_executed_generation_failed,expected_generation_failed_outcome,Generation failed earlier; row preserved explicitly,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0024,consistency,Calcite,spark,sqlglot_optimize_same_dialect,failed,not_executed_generation_failed,not_executed_generation_failed,,not_executed_generation_failed,expected_generation_failed_outcome,Generation failed earlier; row preserved explicitly,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; generation failed earlier; keep explicit non-executed row
CONS_0024,consistency,Calcite,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0024__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0036,consistency,VeriEQL,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0036,consistency,VeriEQL,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0036__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0037,consistency,VeriEQL,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
