table_id,method_id,route_id,column_name,rendered_value,canonical_full_value,immediate_source_artifact,immediate_source_column_or_field,secondary_validation_artifact,upstream_artifacts,deepest_retained_source,generation_script_or_runner,generation_command,formula_or_extraction_logic,trace_status,generator_status,recompute_status,claim_boundary,notes
Table 12,direct_llm,direct_llm_execute_repair_1shot,method / route,Direct LLM + Repair-1,Direct LLM + Repair-1,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,scope,tri-engine feedback route,tri-engine feedback route,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,planned,120,120,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,planned_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,planned rows in route denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,generated_or_ready,120 generated; 5 preflight-blocked,120 generated; 5 preflight-blocked,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,generated_rows/ready_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,executed,97,97,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,executed,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,successful execution returning a result; not ready_after_preflight; Direct LLM repair executed = exact + mismatch = 97 / 96 + 1,traceable_to_artifact_chain,local_aggregation_script_not_retained,recomputed_exact,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,"Direct LLM repair executed = exact + mismatch = 97 / 96 + 1; ready_after_preflight/not_preflight_blocked 115 is not executed. table3 retains composite wording, so candidate_failure_accounting_v1 is the safer executed-semantics source."
Table 12,direct_llm,direct_llm_execute_repair_1shot,exact,96,96,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,exact_match_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,exact/checker-consistent rows,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,timed,96,96,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,timing_denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,timing_success rows on exact + timing-success subset,traceable_to_artifact_chain,upstream_runner_retained,artifact_only_accepted,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,gm_speedup,1.0431,1.0430582867389244,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,gm_speedup,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,GM speedup = exp(mean(log(speedup_ratio))) where speedup_ratio = source_median_runtime / rewrite_median_runtime,traceable_to_artifact_chain,upstream_runner_retained,artifact_only_accepted,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,regression_rate_20pct,4.17%,0.041666666666666664,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,regression_rate_20pct,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,Regression@20 = count(speedup_ratio < 0.8) / timing_denominator,traceable_to_artifact_chain,upstream_runner_retained,artifact_only_accepted,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,direct_llm,direct_llm_execute_repair_1shot,placement,route-level evidence; mixed-source timing,route-level evidence; mixed-source timing,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,evidence_role/claim_boundary/placement policy,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/direct_llm_execute_repair_1shot_result_card_v1.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_result_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/final_timing_summary.csv|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_direct_llm_execute_repair_1shot.py|reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/run_manual_direct_llm_execute_repair_1shot.sh,not executed; retained path/command only,paper placement/claim-boundary label from Table 11/table3/candidate_failure/draft target,traceable_to_static_policy,static_policy_no_generator_needed,not_recomputed,Feedback-aware Direct LLM extension; repairs only the 21 repair-ready rows; 5 blocked rows remain visible; separately versioned and not a replacement for Direct LLM.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,method / route,SQLGlot optimize,SQLGlot optimize,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,scope,tri-engine route,tri-engine route,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,planned,120,120,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,planned_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,planned rows in route denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,generated_or_ready,120 attempted; 75 generated,120 attempted; 75 generated,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,generated_rows/ready_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,executed,65,65,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,executed_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,successful execution returning a result; not ready_after_preflight; Direct LLM repair executed = exact + mismatch = 97 / 96 + 1,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,exact,63,63,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,exact_match_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,exact/checker-consistent rows,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,"Older result card reports exact65, but backfill-adjusted Table 3/candidate_failure/table6 retain the paper-safe exact63 value."
Table 12,sqlglot,sqlglot_optimize_same_dialect,timed,63,63,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,timing_denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,timing_success rows on exact + timing-success subset,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
