row_key,case_id,pool,engine,method_id,route_id,source_rewrite_run_id,execution_denominator_id,source_sql_path,schema_path,witness_data_path,generated_sql_path,expected_workspace_dir,expected_source_tsv_path,expected_generated_tsv_path,expected_result_check_path,expected_source_stdout_log,expected_source_stderr_log,expected_generated_stdout_log,expected_generated_stderr_log,expected_row_metadata_path,execution_status_planned,consistency_status_planned,blocker_or_caveat
PERF_0033:mysql,PERF_0033,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_mysql.sql,cases/PERF/PERF_0033/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0033/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0033/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0033:spark,PERF_0033,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_spark.sql,cases/PERF/PERF_0033/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0033/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0033/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0033/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0033/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0034:mysql,PERF_0034,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_mysql.sql,cases/PERF/PERF_0034/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0034/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0034/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0034:spark,PERF_0034,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_spark.sql,cases/PERF/PERF_0034/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0034/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0034/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0034/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0034/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0035:mysql,PERF_0035,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_mysql.sql,cases/PERF/PERF_0035/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0035/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0035/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0035:spark,PERF_0035,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_spark.sql,cases/PERF/PERF_0035/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0035/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0035/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0035/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0035/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0052:mysql,PERF_0052,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_mysql.sql,cases/PERF/PERF_0052/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0052/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0052/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0052:spark,PERF_0052,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_spark.sql,cases/PERF/PERF_0052/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0052/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0052/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0052/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0052/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0054:mysql,PERF_0054,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_mysql.sql,cases/PERF/PERF_0054/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0054/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0054/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0054:spark,PERF_0054,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_spark.sql,cases/PERF/PERF_0054/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0054/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0054/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0054/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0054/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0056:mysql,PERF_0056,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_mysql.sql,cases/PERF/PERF_0056/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0056/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0056/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0056:spark,PERF_0056,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_spark.sql,cases/PERF/PERF_0056/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0056/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0056/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0056/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0056/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0062:mysql,PERF_0062,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_mysql.sql,cases/PERF/PERF_0062/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0062/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0062/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0062:spark,PERF_0062,performance,spark,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_spark.sql,cases/PERF/PERF_0062/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0062/spark/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/spark,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/spark/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/spark/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0062/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/spark/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/spark/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/spark/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0062/spark/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0062/spark/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
PERF_0077:mysql,PERF_0077,performance,mysql,calcite_hep,calcite_hep_same_engine_rewrite,calcite_hep_mysql_spark_rewrite_expansion_80_01,calcite_hep_mysql_spark_execution_expansion_60_only,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_mysql.sql,cases/PERF/PERF_0077/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/PERF_0077/mysql/calcite_hep_rewrite.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0077/mysql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0077/mysql/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0077/mysql/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/PERF_0077/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0077/mysql/source.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0077/mysql/source.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0077/mysql/generated.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/logs/PERF_0077/mysql/generated.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/metadata/PERF_0077/mysql/row_metadata.json,ready_to_execute,not_applicable,validity_only_rewrite_success_row_from_calcite_hep_mysql_spark_rewrite_expansion_80_01
