case_id,pool,source_family,engine,route_id,generation_status,execution_row_status,record_row_status,exit_code,status,failure_class,top_error,stdout_log,stderr_log,caveat
PORT_0005,portability,PARROT,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,1,executed_failed,package_witness_gap,Missing cases/PORT/PORT_0005/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0005__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0005__pg__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0005,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0005,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0005,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0008,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0008,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0008,portability,PARROT,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0008__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0008__pg__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0008,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0008,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0008,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0012,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0012,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0012,portability,PARROT,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0012__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0012__pg__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0012,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0012,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0012,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on mysql,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0013,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0013__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0013__mysql__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0013,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0013,portability,PARROT,pg,sqlglot_optimize_same_dialect,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0013,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0013,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0013,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0022,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0022__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0022__mysql__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0022,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0022,portability,PARROT,pg,sqlglot_optimize_same_dialect,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0022,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0022,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0022,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0024,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0024__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0024__mysql__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0024,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
PORT_0024,portability,PARROT,pg,sqlglot_optimize_same_dialect,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0024,portability,PARROT,pg,sqlglot_transpile_same_dialect_noop,skipped,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0024,portability,PARROT,spark,sqlglot_optimize_same_dialect,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0024,portability,PARROT,spark,sqlglot_transpile_same_dialect_noop,success,skipped_unsupported,skipped_unsupported,,skipped_unsupported,expected_unsupported_outcome,PORT same-engine row unsupported on this engine,,,"controls_native_source_status=skipped; controls_native_source_evidence_mode=skipped_unsupported; common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine row unsupported because controls native_source is unsupported on this engine"
PORT_0025,portability,PARROT,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0025__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_port_execution_01/logs/port_0025__mysql__sqlglot_optimize_same_dialect.stderr.log,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; PORT same-engine execution row is limited to the engine with native_source support"
PORT_0025,portability,PARROT,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Generated SQL was an explicit same-dialect no-op output,,,"controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate; controls keep mysql/spark native_source explicit as skipped_unsupported for same-engine accounting; native_source controls unsupported on pg,spark; same-dialect transpile/no-op output is explicit and not executed in this pass"
