case_id,pool,engine,route_id,method_id,denominator_id,source_runtime_ms,generated_runtime_ms,median_source_ms,median_generated_ms,speedup_ratio,timing_status,timing_source_package,provenance_note
LONGTAIL_0012,longtail,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[157.41096204146743, 152.6469700038433, 149.12350103259087]","[150.75925597921014, 148.6207920825109, 148.39533192571253]",152.6469700038433,148.6207920825109,1.0270902736078622,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0012,longtail,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[411.7606159998104, 514.0924119623378, 300.1979480031878]","[325.5242899758741, 297.73606499657035, 407.9853299772367]",411.7606159998104,325.5242899758741,1.2649151804626548,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0012,longtail,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[614.1394549049437, 582.017034990713, 461.6908059688285]","[523.5132799716666, 533.8401140179485, 473.9331480814144]",582.017034990713,523.5132799716666,1.1117521890222397,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0013,longtail,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[171.6602600645274, 181.5816629678011, 166.55853705015033]","[169.75118801929057, 171.86441598460078, 167.91087295860052]",171.6602600645274,169.75118801929057,1.0112462956372352,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0013,longtail,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[300.9557930054143, 300.4112149355933, 298.42670098878443]","[398.3053640695289, 300.5458520492539, 304.033838910982]",300.4112149355933,304.033838910982,0.9880848000723716,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0013,longtail,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[846.0499120410532, 597.0144970342517, 552.0073870429769]","[706.2347800238058, 577.8525799978524, 577.0269840722904]",597.0144970342517,577.8525799978524,1.0331605632641987,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0022,longtail,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[148.73146708123386, 150.47213109210134, 148.70115800295025]","[150.73855500668287, 150.79232899006456, 149.05405696481466]",148.73146708123386,150.73855500668287,0.9866849730292291,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0022,longtail,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[528.0176110100001, 301.27971002366394, 405.64929507672787]","[297.9468459961936, 301.94947600830346, 556.5901939989999]",405.64929507672787,301.94947600830346,1.343434340205885,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0022,longtail,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[476.1916510760784, 427.69698495976627, 378.0565969645977]","[472.631307085976, 484.9574590334669, 391.26085489988327]",427.69698495976627,472.631307085976,0.9049273261154582,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0023,longtail,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[130.10027701966465, 131.8825400667265, 136.92897302098572]","[132.397431996651, 129.74812602624297, 131.60195900127292]",131.8825400667265,131.60195900127292,1.0021320432277978,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0024,longtail,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[136.34294201619923, 134.86336905043572, 136.47051493171602]","[143.83190893568099, 133.73013399541378, 132.74764094967395]",136.34294201619923,133.73013399541378,1.0195379152231692,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0024,longtail,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[297.9865389643237, 303.9335490902886, 432.29279096703976]","[298.4075651038438, 295.1871380209923, 419.6537929819897]",303.9335490902886,298.4075651038438,1.01851824361263,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
LONGTAIL_0024,longtail,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[448.25190398842096, 325.53435605950654, 315.4462371021509]","[366.03024997748435, 323.10787099413574, 306.9078930420801]",325.53435605950654,323.10787099413574,1.007509829636477,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0006,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[115.98047392908484, 114.04865002259612, 116.50343996006995]","[119.54897094983608, 113.64219803363085, 113.43231494538486]",115.98047392908484,113.64219803363085,1.0205757714644168,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0006,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[293.5276869684458, 289.85676798038185, 291.0066860495135]","[292.61825897265226, 291.4785370230675, 295.37177202291787]",291.0066860495135,292.61825897265226,0.9944925756554058,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0006,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[332.01095496769994, 252.80101597309113, 206.01775404065847]","[254.68655594158918, 227.17419697437435, 201.3327640015632]",252.80101597309113,227.17419697437435,1.1128069091473778,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0007,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[113.21161594241858, 116.85665894765407, 112.74257197510451]","[117.10000899620354, 118.24082105886191, 112.08990099839866]",113.21161594241858,117.10000899620354,0.9667942548671279,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0007,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[293.6323209432885, 292.8488260367885, 293.26604795642197]","[396.700291079469, 513.9101650565863, 422.02664306387305]",293.26604795642197,422.02664306387305,0.6948993689766564,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0008,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[148.68651295546442, 154.1842109290883, 164.50455703306943]","[152.66817598603666, 150.78157698735595, 152.84738398622721]",154.1842109290883,152.66817598603666,1.009930261714729,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0008,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[296.5020800475031, 301.10359005630016, 298.6399990040809]","[298.9958120742813, 299.9426160240546, 299.0827860776335]",298.6399990040809,299.0827860776335,0.998519516688474,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0008,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[421.3994659949094, 356.5817669732496, 316.37339293956757]","[393.00370402634144, 368.17417689599097, 311.3142669899389]",356.5817669732496,368.17417689599097,0.9685137887168653,success,direct_llm_same_engine_timing_retry_spark_perf5_01,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
PERF_0013,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[202.6747049530968, 195.77545602805912, 207.43453700561076]","[208.1689500482753, 218.97985495161265, 203.7816500524059]",202.6747049530968,208.1689500482753,0.9736067982573561,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0013,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[329.8922210233286, 311.8943020235747, 303.678693016991]","[527.9936689184979, 349.12970603909343, 314.15361096151173]",311.8943020235747,349.12970603909343,0.893347935247454,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0013,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[614.9587880354375, 508.06855596601963, 485.1196550298482]","[534.8632610403001, 519.0438529243693, 469.8270589578897]",508.06855596601963,519.0438529243693,0.9788547790393562,success,direct_llm_same_engine_timing_retry_spark_perf5_01,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
PERF_0017,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[167.91557404212654, 169.08425907604396, 167.64238802716136]","[167.34761802945286, 167.3105489462614, 167.26620495319366]",167.91557404212654,167.3105489462614,1.0036161802090522,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0017,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[302.7995720040053, 302.63915995601565, 532.4431100161746]","[301.3045829720795, 387.2822169214487, 307.18359199818224]",302.7995720040053,307.18359199818224,0.9857283393111607,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0017,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[483.5534989833832, 401.0570099344477, 375.6598769687116]","[509.8476610146463, 374.7169839916751, 373.02651698701084]",401.0570099344477,374.7169839916751,1.070293120056063,success,direct_llm_same_engine_timing_retry_spark_perf5_01,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
PERF_0019,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[134.90827602799982, 129.59933804813772, 130.78301399946213]","[131.1427690088749, 128.74318903777748, 135.64926199615002]",130.78301399946213,131.1427690088749,0.9972567682371537,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0019,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[392.96473807189614, 319.5061630103737, 312.58711603004485]","[355.8715470135212, 328.7476550322026, 312.8970570396632]",319.5061630103737,328.7476550322026,0.9718887971355304,success,direct_llm_same_engine_timing_retry_spark_perf5_01,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
PERF_0024,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[191.6252530645579, 193.33436293527484, 187.54080298822373]","[192.41958891507238, 183.25484998058528, 191.1096670664847]",191.6252530645579,191.1096670664847,1.002697854095962,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0024,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[417.7661220310256, 408.90220005530864, 305.4447480244562]","[303.3679510699585, 301.6311899991706, 419.52582204248756]",408.90220005530864,303.3679510699585,1.34787540547094,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0024,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[743.1821380741894, 558.8947660289705, 498.4223310602829]","[667.8312380099669, 507.4197290232405, 441.99943693820387]",558.8947660289705,507.4197290232405,1.101444689793235,success,direct_llm_same_engine_timing_retry_spark_perf5_01,"resolved via targeted Spark retry after original full-run Spark timing-loader ParseException; full-run failure treated as runner/setup issue, not generated-SQL method failure"
PERF_0033,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[144.71992698963732, 148.80255004391074, 148.69884902145714]","[151.50874003302306, 149.56678298767656, 148.0480940081179]",148.69884902145714,149.56678298767656,0.9941970138764639,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0033,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[405.29023203998804, 296.8535660766065, 404.1134000290185]","[295.9932800149545, 300.0930369598791, 298.7829839112237]",404.1134000290185,298.7829839112237,1.3525315087859597,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0033,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[393.4390740469098, 375.7408079691231, 310.90329797007143]","[381.50978297926486, 325.51013806369156, 310.91866397764534]",375.7408079691231,325.51013806369156,1.1543136880597036,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0034,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[204.67608992476016, 208.23440700769424, 205.42189094703645]","[206.8555320147425, 211.18540700990707, 208.45460903365165]",205.42189094703645,208.45460903365165,0.9854514222512316,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0034,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[301.68006801977754, 728.4906530985609, 513.5598100023344]","[307.1340819587931, 301.1988200014457, 302.87938204128295]",513.5598100023344,302.87938204128295,1.6955918443214975,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0034,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[826.3755299849436, 570.347569999285, 850.6053870078176]","[615.2578769251704, 654.8403209308162, 669.3251270335168]",826.3755299849436,654.8403209308162,1.2619496747089434,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0035,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[171.34469700977206, 177.44350398425013, 171.6790460050106]","[173.6993269296363, 172.4286680109799, 169.0830870065838]",171.6790460050106,172.4286680109799,0.9956525674377908,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0035,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[310.10175100527704, 411.6469220025465, 308.8211220456287]","[403.7377139320597, 301.7610650276765, 299.54189201816916]",310.10175100527704,301.7610650276765,1.0276400336035252,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0035,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[625.8022660622373, 544.5382639300078, 550.3613520413637]","[594.2164199659601, 562.8705059643835, 509.3868770636618]",550.3613520413637,562.8705059643835,0.9777761424866498,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0052,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[176.9617049722001, 176.2715799268335, 170.535453944467]","[177.07164399325848, 172.86397598218173, 169.24664401449263]",176.2715799268335,172.86397598218173,1.0197126320003367,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0052,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[302.9865539865568, 298.8666270393878, 302.58479702752084]","[308.7461480172351, 300.2355300122872, 304.13781001698226]",302.58479702752084,304.13781001698226,0.9948937194314159,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0052,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[588.7803810182959, 463.35570397786796, 411.52131801936775]","[485.51359900739044, 434.06063702423126, 419.85696891788393]",463.35570397786796,434.06063702423126,1.0674907246933827,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0054,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[155.11891106143594, 149.79456493165344, 150.5845399806276]","[164.52483099419624, 153.94832903984934, 151.23577590566128]",150.5845399806276,153.94832903984934,0.9781498826248967,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0054,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[407.9648309852928, 297.568624955602, 402.75287989061326]","[297.5662340177223, 296.7614709632471, 346.0401260526851]",402.75287989061326,297.5662340177223,1.3534898582163266,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0054,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[419.6900660172105, 336.50142594706267, 306.3899390399456]","[364.22034504357725, 322.19441805500537, 311.37308303732425]",336.50142594706267,322.19441805500537,1.0444048906198455,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0056,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[232.43570898193866, 222.65198302920908, 228.34965703077614]","[227.68942802213132, 228.98009594064206, 230.62061506789178]",228.34965703077614,228.98009594064206,0.9972467523551508,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0056,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[307.1230340283364, 414.60676095448434, 305.8197780046612]","[422.1828719601035, 420.0757470680401, 417.5579020520672]",307.1230340283364,420.0757470680401,0.7311134626836512,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0056,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[1685.0362720433623, 1524.0942200180143, 1458.382076001726]","[1607.0077649783343, 1526.9350640010089, 1452.391306986101]",1524.0942200180143,1526.9350640010089,0.9981395122490994,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0062,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[201.91472407896072, 213.1741939811036, 209.61275999434292]","[202.76555803138763, 206.4467689488083, 205.26278798934072]",209.61275999434292,205.26278798934072,1.0211922094969699,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0062,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[647.4371349904686, 426.6176769742742, 307.6842810260132]","[367.7938269684091, 421.7689579818398, 309.38702798448503]",426.6176769742742,367.7938269684091,1.1599370236600455,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0062,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[603.8011979544535, 512.2897109249607, 472.9438219219446]","[606.9079329026863, 461.4017710555345, 450.7675369968638]",512.2897109249607,461.4017710555345,1.1102898667965913,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
