case_id,pool,engine,route_id,candidate command if discoverable,whether command is safe to run,expected artifact outputs,hard_negative_semantics,preflight_status,caveat
PERF_0013,performance,pg,hard_negative,bash cases/PERF/PERF_0013/validation/run_pg_validation.sh,no,cases/PERF/PERF_0013/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0013,performance,mysql,native_source,bash cases/PERF/PERF_0013/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0013/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0013,performance,mysql,human_positive,bash cases/PERF/PERF_0013/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0013/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0013,performance,mysql,hard_negative,bash cases/PERF/PERF_0013/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0013/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0013,performance,spark,native_source,,no,cases/PERF/PERF_0013/runs/spark/result_check.json,unknown,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; no discoverable native/source command for engine
PERF_0013,performance,spark,human_positive,,no,cases/PERF/PERF_0013/runs/spark/plans/plan_check.json,unknown,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; no discoverable human-positive command for engine
PERF_0013,performance,spark,hard_negative,,no,cases/PERF/PERF_0013/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; no discoverable hard-negative command for engine
PERF_0017,performance,pg,native_source,bash cases/PERF/PERF_0017/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0017/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,pg,human_positive,bash cases/PERF/PERF_0017/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0017/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,pg,hard_negative,bash cases/PERF/PERF_0017/validation/run_pg_validation.sh,no,cases/PERF/PERF_0017/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0017,performance,mysql,native_source,bash cases/PERF/PERF_0017/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0017/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,mysql,human_positive,bash cases/PERF/PERF_0017/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0017/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,mysql,hard_negative,bash cases/PERF/PERF_0017/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0017/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0017,performance,spark,native_source,bash cases/PERF/PERF_0017/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0017/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,spark,human_positive,bash cases/PERF/PERF_0017/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0017/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0017,performance,spark,hard_negative,bash cases/PERF/PERF_0017/validation/run_spark_validation.sh,no,cases/PERF/PERF_0017/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0019,performance,pg,native_source,bash cases/PERF/PERF_0019/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0019/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,pg,human_positive,bash cases/PERF/PERF_0019/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0019/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,pg,hard_negative,bash cases/PERF/PERF_0019/validation/run_pg_validation.sh,no,cases/PERF/PERF_0019/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0019,performance,mysql,native_source,bash cases/PERF/PERF_0019/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0019/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,mysql,human_positive,bash cases/PERF/PERF_0019/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0019/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,mysql,hard_negative,bash cases/PERF/PERF_0019/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0019/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0019,performance,spark,native_source,bash cases/PERF/PERF_0019/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0019/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,spark,human_positive,bash cases/PERF/PERF_0019/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0019/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0019,performance,spark,hard_negative,bash cases/PERF/PERF_0019/validation/run_spark_validation.sh,no,cases/PERF/PERF_0019/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0024,performance,pg,native_source,bash cases/PERF/PERF_0024/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0024/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,pg,human_positive,bash cases/PERF/PERF_0024/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0024/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,pg,hard_negative,bash cases/PERF/PERF_0024/validation/run_pg_validation.sh,no,cases/PERF/PERF_0024/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0024,performance,mysql,native_source,bash cases/PERF/PERF_0024/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0024/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,mysql,human_positive,bash cases/PERF/PERF_0024/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0024/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,mysql,hard_negative,bash cases/PERF/PERF_0024/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0024/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0024,performance,spark,native_source,bash cases/PERF/PERF_0024/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0024/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,spark,human_positive,bash cases/PERF/PERF_0024/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0024/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0024,performance,spark,hard_negative,bash cases/PERF/PERF_0024/validation/run_spark_validation.sh,no,cases/PERF/PERF_0024/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0033,performance,pg,native_source,bash cases/PERF/PERF_0033/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0033/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,pg,human_positive,bash cases/PERF/PERF_0033/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0033/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,pg,hard_negative,bash cases/PERF/PERF_0033/validation/run_pg_validation.sh,no,cases/PERF/PERF_0033/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0033,performance,mysql,native_source,bash cases/PERF/PERF_0033/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0033/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,mysql,human_positive,bash cases/PERF/PERF_0033/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0033/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,mysql,hard_negative,bash cases/PERF/PERF_0033/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0033/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0033,performance,spark,native_source,bash cases/PERF/PERF_0033/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0033/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,spark,human_positive,bash cases/PERF/PERF_0033/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0033/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0033,performance,spark,hard_negative,bash cases/PERF/PERF_0033/validation/run_spark_validation.sh,no,cases/PERF/PERF_0033/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0034,performance,pg,native_source,bash cases/PERF/PERF_0034/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0034/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,pg,human_positive,bash cases/PERF/PERF_0034/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0034/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,pg,hard_negative,bash cases/PERF/PERF_0034/validation/run_pg_validation.sh,no,cases/PERF/PERF_0034/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0034,performance,mysql,native_source,bash cases/PERF/PERF_0034/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0034/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,mysql,human_positive,bash cases/PERF/PERF_0034/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0034/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,mysql,hard_negative,bash cases/PERF/PERF_0034/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0034/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0034,performance,spark,native_source,bash cases/PERF/PERF_0034/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0034/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,spark,human_positive,bash cases/PERF/PERF_0034/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0034/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0034,performance,spark,hard_negative,bash cases/PERF/PERF_0034/validation/run_spark_validation.sh,no,cases/PERF/PERF_0034/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0035,performance,pg,native_source,bash cases/PERF/PERF_0035/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0035/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,pg,human_positive,bash cases/PERF/PERF_0035/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0035/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,pg,hard_negative,bash cases/PERF/PERF_0035/validation/run_pg_validation.sh,no,cases/PERF/PERF_0035/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0035,performance,mysql,native_source,bash cases/PERF/PERF_0035/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0035/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,mysql,human_positive,bash cases/PERF/PERF_0035/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0035/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,mysql,hard_negative,bash cases/PERF/PERF_0035/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0035/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0035,performance,spark,native_source,bash cases/PERF/PERF_0035/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0035/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,spark,human_positive,bash cases/PERF/PERF_0035/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0035/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0035,performance,spark,hard_negative,bash cases/PERF/PERF_0035/validation/run_spark_validation.sh,no,cases/PERF/PERF_0035/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0052,performance,pg,native_source,bash cases/PERF/PERF_0052/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0052/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,pg,human_positive,bash cases/PERF/PERF_0052/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0052/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,pg,hard_negative,bash cases/PERF/PERF_0052/validation/run_pg_validation.sh,no,cases/PERF/PERF_0052/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0052,performance,mysql,native_source,bash cases/PERF/PERF_0052/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0052/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,mysql,human_positive,bash cases/PERF/PERF_0052/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0052/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,mysql,hard_negative,bash cases/PERF/PERF_0052/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0052/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0052,performance,spark,native_source,bash cases/PERF/PERF_0052/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0052/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,spark,human_positive,bash cases/PERF/PERF_0052/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0052/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0052,performance,spark,hard_negative,bash cases/PERF/PERF_0052/validation/run_spark_validation.sh,no,cases/PERF/PERF_0052/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0054,performance,pg,native_source,bash cases/PERF/PERF_0054/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0054/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
