case_id,pool,source_family,case_dir,source_sql_path,rewrite_pos_path,rewrite_neg_path,existing_result_check_paths,existing_plan_check_paths,native/source execution command,human positive execution command,hard negative execution command,negative_available,expected_engine_scope,preflight_status,missing_artifacts,caveat
PERF_0052,performance,TPC-DS,cases/PERF/PERF_0052,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/rewrite_pos_01.sql,cases/PERF/PERF_0052/rewrite_neg_01.sql,cases/PERF/PERF_0052/runs/mysql/result_check.json;cases/PERF/PERF_0052/runs/pg/result_check.json;cases/PERF/PERF_0052/runs/result_check.json;cases/PERF/PERF_0052/runs/spark/result_check.json,cases/PERF/PERF_0052/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0052/runs/pg/plans/plan_check.json;cases/PERF/PERF_0052/runs/plan_check.json;cases/PERF/PERF_0052/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0052/validation/run_pg_validation.sh,bash cases/PERF/PERF_0052/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0052/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,TPC-DS,cases/PERF/PERF_0054,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/rewrite_pos_01.sql,cases/PERF/PERF_0054/rewrite_neg_01.sql,cases/PERF/PERF_0054/runs/mysql/result_check.json;cases/PERF/PERF_0054/runs/pg/result_check.json;cases/PERF/PERF_0054/runs/result_check.json;cases/PERF/PERF_0054/runs/spark/result_check.json,cases/PERF/PERF_0054/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0054/runs/pg/plans/plan_check.json;cases/PERF/PERF_0054/runs/plan_check.json;cases/PERF/PERF_0054/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0054/validation/run_pg_validation.sh,bash cases/PERF/PERF_0054/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0054/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,TPC-DS,cases/PERF/PERF_0056,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/rewrite_pos_01.sql,cases/PERF/PERF_0056/rewrite_neg_01.sql,cases/PERF/PERF_0056/runs/mysql/result_check.json;cases/PERF/PERF_0056/runs/pg/result_check.json;cases/PERF/PERF_0056/runs/result_check.json;cases/PERF/PERF_0056/runs/spark/result_check.json,cases/PERF/PERF_0056/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0056/runs/pg/plans/plan_check.json;cases/PERF/PERF_0056/runs/plan_check.json;cases/PERF/PERF_0056/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0056/validation/run_pg_validation.sh,bash cases/PERF/PERF_0056/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0056/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0062,performance,TPC-DS,cases/PERF/PERF_0062,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/rewrite_pos_01.sql,cases/PERF/PERF_0062/rewrite_neg_01.sql,cases/PERF/PERF_0062/runs/mysql/result_check.json;cases/PERF/PERF_0062/runs/pg/result_check.json;cases/PERF/PERF_0062/runs/result_check.json;cases/PERF/PERF_0062/runs/spark/result_check.json,cases/PERF/PERF_0062/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0062/runs/pg/plans/plan_check.json;cases/PERF/PERF_0062/runs/plan_check.json;cases/PERF/PERF_0062/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0062/validation/run_pg_validation.sh,bash cases/PERF/PERF_0062/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0062/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0077,performance,JOB/IMDB,cases/PERF/PERF_0077,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/rewrite_pos_01.sql,cases/PERF/PERF_0077/rewrite_neg_01.sql,cases/PERF/PERF_0077/runs/mysql/result_check.json;cases/PERF/PERF_0077/runs/pg/result_check.json;cases/PERF/PERF_0077/runs/result_check.json;cases/PERF/PERF_0077/runs/spark/result_check.json,cases/PERF/PERF_0077/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0077/runs/pg/plans/plan_check.json;cases/PERF/PERF_0077/runs/plan_check.json;cases/PERF/PERF_0077/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0077/validation/run_pg_validation.sh,bash cases/PERF/PERF_0077/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0077/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,JOB/IMDB,cases/PERF/PERF_0082,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/rewrite_pos_01.sql,cases/PERF/PERF_0082/rewrite_neg_01.sql,cases/PERF/PERF_0082/runs/mysql/result_check.json;cases/PERF/PERF_0082/runs/pg/result_check.json;cases/PERF/PERF_0082/runs/result_check.json;cases/PERF/PERF_0082/runs/spark/result_check.json,cases/PERF/PERF_0082/runs/mysql/plans/plan_check.json;cases/PERF/PERF_0082/runs/pg/plans/plan_check.json;cases/PERF/PERF_0082/runs/plan_check.json;cases/PERF/PERF_0082/runs/spark/plans/plan_check.json,bash cases/PERF/PERF_0082/validation/run_pg_validation.sh,bash cases/PERF/PERF_0082/validation/run_pg_plan_collection.sh,bash cases/PERF/PERF_0082/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
CONS_0005,consistency,Calcite,cases/CONS/CONS_0005,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/rewrite_pos_01.sql,cases/CONS/CONS_0005/rewrite_neg_01.sql,cases/CONS/CONS_0005/runs/mysql/result_check.json;cases/CONS/CONS_0005/runs/pg/result_check.json;cases/CONS/CONS_0005/runs/result_check.json;cases/CONS/CONS_0005/runs/spark/result_check.json,cases/CONS/CONS_0005/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0005/runs/pg/plans/plan_check.json;cases/CONS/CONS_0005/runs/plan_check.json;cases/CONS/CONS_0005/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0005/validation/run_pg_validation.sh,bash cases/CONS/CONS_0005/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0005/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,Calcite,cases/CONS/CONS_0007,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/rewrite_pos_01.sql,cases/CONS/CONS_0007/rewrite_neg_01.sql,cases/CONS/CONS_0007/runs/mysql/result_check.json;cases/CONS/CONS_0007/runs/pg/result_check.json;cases/CONS/CONS_0007/runs/result_check.json;cases/CONS/CONS_0007/runs/spark/result_check.json,cases/CONS/CONS_0007/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0007/runs/pg/plans/plan_check.json;cases/CONS/CONS_0007/runs/plan_check.json;cases/CONS/CONS_0007/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0007/validation/run_pg_validation.sh,bash cases/CONS/CONS_0007/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0007/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,Calcite,cases/CONS/CONS_0009,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/rewrite_pos_01.sql,cases/CONS/CONS_0009/rewrite_neg_01.sql,cases/CONS/CONS_0009/runs/mysql/result_check.json;cases/CONS/CONS_0009/runs/pg/result_check.json;cases/CONS/CONS_0009/runs/result_check.json;cases/CONS/CONS_0009/runs/spark/result_check.json,cases/CONS/CONS_0009/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0009/runs/pg/plans/plan_check.json;cases/CONS/CONS_0009/runs/plan_check.json;cases/CONS/CONS_0009/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0009/validation/run_pg_validation.sh,bash cases/CONS/CONS_0009/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0009/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,Calcite,cases/CONS/CONS_0010,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/rewrite_pos_01.sql,cases/CONS/CONS_0010/rewrite_neg_01.sql,cases/CONS/CONS_0010/runs/mysql/result_check.json;cases/CONS/CONS_0010/runs/pg/result_check.json;cases/CONS/CONS_0010/runs/result_check.json;cases/CONS/CONS_0010/runs/spark/result_check.json,cases/CONS/CONS_0010/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0010/runs/pg/plans/plan_check.json;cases/CONS/CONS_0010/runs/plan_check.json;cases/CONS/CONS_0010/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0010/validation/run_pg_validation.sh,bash cases/CONS/CONS_0010/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0010/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,Calcite,cases/CONS/CONS_0011,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/rewrite_pos_01.sql,cases/CONS/CONS_0011/rewrite_neg_01.sql,cases/CONS/CONS_0011/runs/mysql/result_check.json;cases/CONS/CONS_0011/runs/pg/result_check.json;cases/CONS/CONS_0011/runs/result_check.json;cases/CONS/CONS_0011/runs/spark/result_check.json,cases/CONS/CONS_0011/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0011/runs/pg/plans/plan_check.json;cases/CONS/CONS_0011/runs/plan_check.json;cases/CONS/CONS_0011/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0011/validation/run_pg_validation.sh,bash cases/CONS/CONS_0011/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0011/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,Calcite,cases/CONS/CONS_0012,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/rewrite_pos_01.sql,cases/CONS/CONS_0012/rewrite_neg_01.sql,cases/CONS/CONS_0012/runs/mysql/result_check.json;cases/CONS/CONS_0012/runs/pg/result_check.json;cases/CONS/CONS_0012/runs/result_check.json;cases/CONS/CONS_0012/runs/spark/result_check.json,cases/CONS/CONS_0012/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0012/runs/pg/plans/plan_check.json;cases/CONS/CONS_0012/runs/plan_check.json;cases/CONS/CONS_0012/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0012/validation/run_pg_validation.sh,bash cases/CONS/CONS_0012/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0012/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0024,consistency,Calcite,cases/CONS/CONS_0024,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/rewrite_pos_01.sql,cases/CONS/CONS_0024/rewrite_neg_01.sql,cases/CONS/CONS_0024/runs/mysql/result_check.json;cases/CONS/CONS_0024/runs/pg/result_check.json;cases/CONS/CONS_0024/runs/result_check.json;cases/CONS/CONS_0024/runs/spark/result_check.json,cases/CONS/CONS_0024/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0024/runs/pg/plans/plan_check.json;cases/CONS/CONS_0024/runs/plan_check.json;cases/CONS/CONS_0024/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0024/validation/run_pg_validation.sh,bash cases/CONS/CONS_0024/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0024/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze
CONS_0036,consistency,VeriEQL,cases/CONS/CONS_0036,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/rewrite_pos_01.sql,cases/CONS/CONS_0036/rewrite_neg_01.sql,cases/CONS/CONS_0036/runs/mysql/result_check.json;cases/CONS/CONS_0036/runs/pg/result_check.json;cases/CONS/CONS_0036/runs/result_check.json;cases/CONS/CONS_0036/runs/spark/result_check.json,cases/CONS/CONS_0036/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0036/runs/pg/plans/plan_check.json;cases/CONS/CONS_0036/runs/plan_check.json;cases/CONS/CONS_0036/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0036/validation/run_pg_validation.sh,bash cases/CONS/CONS_0036/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0036/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
CONS_0037,consistency,VeriEQL,cases/CONS/CONS_0037,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/rewrite_pos_01.sql,cases/CONS/CONS_0037/rewrite_neg_01.sql,cases/CONS/CONS_0037/runs/mysql/result_check.json;cases/CONS/CONS_0037/runs/pg/result_check.json;cases/CONS/CONS_0037/runs/result_check.json;cases/CONS/CONS_0037/runs/spark/result_check.json,cases/CONS/CONS_0037/runs/mysql/plans/plan_check.json;cases/CONS/CONS_0037/runs/pg/plans/plan_check.json;cases/CONS/CONS_0037/runs/plan_check.json;cases/CONS/CONS_0037/runs/spark/plans/plan_check.json,bash cases/CONS/CONS_0037/validation/run_pg_validation.sh,bash cases/CONS/CONS_0037/validation/run_pg_plan_collection.sh,bash cases/CONS/CONS_0037/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 consistency candidate; human review required before freeze
PORT_0003,portability,PARROT,cases/PORT/PORT_0003,cases/PORT/PORT_0003/source.sql,cases/PORT/PORT_0003/rewrite_pos_01.sql,cases/PORT/PORT_0003/rewrite_neg_01.sql,cases/PORT/PORT_0003/runs/result_check.json,cases/PORT/PORT_0003/runs/plan_check.json,bash cases/PORT/PORT_0003/validation/run_pg_validation.sh,,bash cases/PORT/PORT_0003/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; no dedicated plan-collection command discovered
PORT_0004,portability,PARROT,cases/PORT/PORT_0004,cases/PORT/PORT_0004/source.sql,cases/PORT/PORT_0004/rewrite_pos_01.sql,cases/PORT/PORT_0004/rewrite_neg_01.sql,cases/PORT/PORT_0004/runs/mysql/result_check.json;cases/PORT/PORT_0004/runs/result_check.json;cases/PORT/PORT_0004/runs/spark/result_check.json,cases/PORT/PORT_0004/runs/plan_check.json,bash cases/PORT/PORT_0004/validation/run_pg_validation.sh,,bash cases/PORT/PORT_0004/validation/run_pg_validation.sh,yes,mysql|pg|spark,ready_for_controls_dry_run,,common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; no dedicated plan-collection command discovered
PORT_0005,portability,PARROT,cases/PORT/PORT_0005,cases/PORT/PORT_0005/source.sql,cases/PORT/PORT_0005/rewrite_pos_01.sql,cases/PORT/PORT_0005/rewrite_neg_01.sql,cases/PORT/PORT_0005/runs/result_check.json,cases/PORT/PORT_0005/runs/plan_check.json,bash cases/PORT/PORT_0005/validation/run_pg_validation.sh,,bash cases/PORT/PORT_0005/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,common_core_v0 portability stress candidate; final reporting must separate execution and consistency policy; no dedicated plan-collection command discovered
PORT_0008,portability,PARROT,cases/PORT/PORT_0008,cases/PORT/PORT_0008/source.sql,cases/PORT/PORT_0008/rewrite_pos_01.sql,cases/PORT/PORT_0008/rewrite_neg_01.sql,cases/PORT/PORT_0008/runs/result_check.json,cases/PORT/PORT_0008/runs/plan_check.json,bash cases/PORT/PORT_0008/validation/run_pg_validation.sh,bash cases/PORT/PORT_0008/validation/run_pg_plan_collection.sh,bash cases/PORT/PORT_0008/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,replacement for PORT_0002; human-reviewed portability candidate; keep not yet admitted until final freeze
PORT_0012,portability,PARROT,cases/PORT/PORT_0012,cases/PORT/PORT_0012/source.sql,cases/PORT/PORT_0012/rewrite_pos_01.sql,cases/PORT/PORT_0012/rewrite_neg_01.sql,cases/PORT/PORT_0012/runs/mysql/result_check.json;cases/PORT/PORT_0012/runs/result_check.json;cases/PORT/PORT_0012/runs/spark/result_check.json,cases/PORT/PORT_0012/runs/plan_check.json,bash cases/PORT/PORT_0012/validation/run_pg_validation.sh,bash cases/PORT/PORT_0012/validation/run_pg_plan_collection.sh,bash cases/PORT/PORT_0012/validation/run_pg_validation.sh,yes,pg|mysql|spark,ready_for_controls_dry_run,,portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate
PORT_0013,portability,PARROT,cases/PORT/PORT_0013,cases/PORT/PORT_0013/source.sql,cases/PORT/PORT_0013/rewrite_pos_01.sql,cases/PORT/PORT_0013/rewrite_neg_01.sql,cases/PORT/PORT_0013/runs/mysql/result_check.json;cases/PORT/PORT_0013/runs/result_check.json;cases/PORT/PORT_0013/runs/spark/result_check.json,cases/PORT/PORT_0013/runs/plan_check.json,bash cases/PORT/PORT_0013/validation/run_pg_validation.sh,bash cases/PORT/PORT_0013/validation/run_pg_plan_collection.sh,bash cases/PORT/PORT_0013/validation/run_pg_validation.sh,yes,mysql|pg|spark,ready_for_controls_dry_run,,portability stress candidate; normalization caveat; human approved for review slate only; do not overclaim SpeedupTransferRate
