case_id,pool,engine,route_id,method_id,denominator_id,source_sql_path,schema_path,witness_data_path,expected_generated_sql_path,engine_supported_by_current_runner,runner_ready,retrieval_substrate_ready,demo_policy_frozen,contamination_guard_attested,artifact_contract_ready,generation_status_planned,exclusion_or_blocker_reason,claim_boundary
PERF_0013,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_mysql.sql,cases/PERF/PERF_0013/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0013/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0013,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_spark.sql,cases/PERF/PERF_0013/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0013/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0017,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_pg.sql,cases/PERF/PERF_0017/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0017,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_mysql.sql,cases/PERF/PERF_0017/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0017,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_spark.sql,cases/PERF/PERF_0017/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0017/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0019,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_pg.sql,cases/PERF/PERF_0019/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0019,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_mysql.sql,cases/PERF/PERF_0019/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0019,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_spark.sql,cases/PERF/PERF_0019/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0019/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0024,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_pg.sql,cases/PERF/PERF_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0024/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0024,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_mysql.sql,cases/PERF/PERF_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0024/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0024,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_spark.sql,cases/PERF/PERF_0024/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0024/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0033,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_pg.sql,cases/PERF/PERF_0033/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0033/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0033,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_mysql.sql,cases/PERF/PERF_0033/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0033/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0033,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_spark.sql,cases/PERF/PERF_0033/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0033/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0034,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_pg.sql,cases/PERF/PERF_0034/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0034/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0034,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_mysql.sql,cases/PERF/PERF_0034/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0034/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0034,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_spark.sql,cases/PERF/PERF_0034/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0034/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0035,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_pg.sql,cases/PERF/PERF_0035/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0035/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0035,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_mysql.sql,cases/PERF/PERF_0035/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0035/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0035,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_spark.sql,cases/PERF/PERF_0035/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0035/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0052,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,cases/PERF/PERF_0052/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0052/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0052,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_mysql.sql,cases/PERF/PERF_0052/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0052/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0052,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_spark.sql,cases/PERF/PERF_0052/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0052/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0054,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,cases/PERF/PERF_0054/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0054/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0054,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_mysql.sql,cases/PERF/PERF_0054/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0054/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0054,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_spark.sql,cases/PERF/PERF_0054/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0054/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
