row_id,case_id,pool,engine,denominator_id,method_id,route_id,source_sql_path,rewrite_sql_path,schema_path,witness_data_path,exact_match_source,result_check_artifact,expected_timing_output_path,expected_stdout_log,expected_stderr_log,expected_workspace_dir,warmup_count,repeat_count,source_artifacts,notes
CONS_0010:pg,CONS_0010,CONS,pg,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_pg_rewrite,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0010/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0010/pg/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0010/pg/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0010__pg.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0010__pg.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0010/pg,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/execution_command_matrix.csv,base PG40 exact row from retained execution validity packet
CONS_0010:spark,CONS_0010,CONS,spark,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0010/spark/calcite_hep_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,cases/CONS/CONS_0010/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0010/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0010/spark/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0010__spark.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0010__spark.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0010/spark,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0011:mysql,CONS_0011,CONS,mysql,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0011/mysql/calcite_hep_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,cases/CONS/CONS_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0011/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0011/mysql/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__mysql.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__mysql.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0011/mysql,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0011:pg,CONS_0011,CONS,pg,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_pg_rewrite,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0011/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0011/pg/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0011/pg/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__pg.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__pg.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0011/pg,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/execution_command_matrix.csv,base PG40 exact row from retained execution validity packet
CONS_0011:spark,CONS_0011,CONS,spark,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0011/spark/calcite_hep_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,cases/CONS/CONS_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0011/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0011/spark/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__spark.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0011__spark.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0011/spark,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0012:mysql,CONS_0012,CONS,mysql,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0012/mysql/calcite_hep_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,cases/CONS/CONS_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0012/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0012/mysql/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__mysql.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__mysql.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0012/mysql,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0012:pg,CONS_0012,CONS,pg,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_pg_rewrite,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0012/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0012/pg/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0012/pg/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__pg.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__pg.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0012/pg,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/execution_command_matrix.csv,base PG40 exact row from retained execution validity packet
CONS_0012:spark,CONS_0012,CONS,spark,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0012/spark/calcite_hep_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,cases/CONS/CONS_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0012/spark/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0012/spark/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__spark.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0012__spark.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0012/spark,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0024:mysql,CONS_0024,CONS,mysql,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_rewrite_expansion_80_01/generated/CONS_0024/mysql/calcite_hep_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,cases/CONS/CONS_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/workspaces/CONS_0024/mysql/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0024/mysql/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0024__mysql.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0024__mysql.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0024/mysql,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/execution_command_matrix.csv,base non-PG exact row from retained execution expansion packet
CONS_0024:pg,CONS_0024,CONS,pg,common_core_v0_40_same_engine_calcite_hep_exact93_timing,calcite_hep,calcite_hep_pg_rewrite,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0024/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0024/pg/result_check.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timings/CONS_0024/pg/calcite_hep_93_exact_timing.json,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0024__pg.stdout.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/logs/CONS_0024__pg.stderr.log,reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/workspaces/CONS_0024/pg,1,3,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_results.json|reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/execution_command_matrix.csv,base PG40 exact row from retained execution validity packet
