method_id,route_id,column_name,regenerated_value,retained_value,comparison_status,difference,notes
direct_llm,direct_llm_execute_repair_1shot,engine_scope,same_engine_pg_mysql_spark,same_engine_pg_mysql_spark,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,denominator_id,final_exact_timing_96_on_common_core_v0_40_same_engine_120,final_exact_timing_96_on_common_core_v0_40_same_engine_120,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,timing_denominator,96,96,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,gm_speedup,1.0430582867389244,1.0430582867389244,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,median_speedup,1.009402551073825,1.009402551073825,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,win_count,23,23,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,tie_count,67,67,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,loss_count,6,6,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,regression_rate_20pct,0.041666666666666664,0.041666666666666664,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,best_case,CONS_0012|pg|1.707530829371433,CONS_0012|pg|1.707530829371433,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,worst_case,PERF_0007|pg|0.6948993689766564,PERF_0007|pg|0.6948993689766564,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,claim_boundary,mixed_source_timing_full_final_exact_rows; timing covers all final exact rows but merges retained original exact timing with newly repaired exact-row timing.,mixed_source_timing_full_final_exact_rows; timing covers all final exact rows but merges retained original exact timing with newly repaired exact-row timing.,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
direct_llm,direct_llm_execute_repair_1shot,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,artifact_only_match,0,"Artifact-only: full 96-row mixed-source timing summary is retained, but only two repair-specific lower-level timing rows are retained."
sqlglot,sqlglot_optimize_same_dialect,method_id,sqlglot,sqlglot,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,route_id,sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,track,Track A same-engine route-separated,Track A same-engine route-separated,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,engine_scope,same_engine_pg_mysql_spark,same_engine_pg_mysql_spark,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,denominator_id,sqlglot_optimize_same_dialect_exact63_timing,sqlglot_optimize_same_dialect_exact63_timing,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,timing_denominator,63,63,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,gm_speedup,0.9907164888740984,0.9907164888740984,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,median_speedup,0.9951145947521497,0.9951145947521497,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,win_count,11,11,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,tie_count,37,37,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,loss_count,15,15,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,regression_rate_20pct,0.015873015873015872,0.015873015873015872,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,best_case,PERF_0007|spark|1.1844599726785003,PERF_0007|spark|1.1844599726785003,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,worst_case,CONS_0037|mysql|0.717487087680735,CONS_0037|mysql|0.717487087680735,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,claim_boundary,Not a ranked leaderboard; route-separated SQLGlot per-case timing after checker backfill on the revised exact63 denominator; excludes the two optimize checker_failed rows; no final ranked leaderboard.,Not a ranked leaderboard; route-separated SQLGlot per-case timing after checker backfill on the revised exact63 denominator; excludes the two optimize checker_failed rows; no final ranked leaderboard.,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_optimize_same_dialect,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,exact_match,0,Recomputed from retained canonical case-level exact63 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,method_id,sqlglot,sqlglot,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,route_id,sqlglot_transpile_same_dialect_noop,sqlglot_transpile_same_dialect_noop,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,track,Track A same-engine route-separated,Track A same-engine route-separated,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,engine_scope,same_engine_pg_mysql_spark,same_engine_pg_mysql_spark,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,denominator_id,sqlglot_transpile_same_dialect_noop_exact72_timing,sqlglot_transpile_same_dialect_noop_exact72_timing,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,timing_denominator,72,72,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,gm_speedup,1.000145903000493,1.000145903000493,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,median_speedup,1.0020975938941747,1.0020975938941747,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,win_count,10,10,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,tie_count,51,51,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,loss_count,11,11,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,regression_rate_20pct,0.013888888888888888,0.013888888888888888,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,best_case,LONGTAIL_0013|spark|1.1475332658779152,LONGTAIL_0013|spark|1.1475332658779152,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,worst_case,PERF_0062|spark|0.7974924839520707,PERF_0062|spark|0.7974924839520707,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,claim_boundary,Not a ranked leaderboard; route-separated SQLGlot per-case timing after checker backfill on the 72 exact-row denominator; no combined main row and no final ranked leaderboard.,Not a ranked leaderboard; route-separated SQLGlot per-case timing after checker backfill on the 72 exact-row denominator; no combined main row and no final ranked leaderboard.,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
sqlglot,sqlglot_transpile_same_dialect_noop,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,exact_match,0,Recomputed from retained canonical case-level exact72 rows.
calcite_hep,calcite_hep_fail_closed_120,method_id,calcite_hep,calcite_hep,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,route_id,calcite_hep_fail_closed_120,calcite_hep_fail_closed_120,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,track,Track A same-engine correctness-gated timing,Track A same-engine correctness-gated timing,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,engine_scope,same_engine_pg_mysql_spark,same_engine_pg_mysql_spark,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,denominator_id,common_core_v0_40_same_engine_calcite_hep_exact93_timing,common_core_v0_40_same_engine_calcite_hep_exact93_timing,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,timing_denominator,93,93,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,gm_speedup,0.9959171214779622,0.995917121478,rounded_match,3.785860513971784e-14,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,median_speedup,0.999279423532,0.999279423532,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,win_count,12,12,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,tie_count,66,66,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,loss_count,15,15,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,regression_rate_20pct,0.07526881720430108,0.0752688172043,rounded_match,1.0824674490095276e-15,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,best_case,CONS_0011|pg|1.29704731001,CONS_0011|pg|1.29704731001,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,worst_case,PERF_0007|pg|0.656673938818,PERF_0007|pg|0.656673938818,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,claim_boundary,93_exact_row_correctness_gated_timing only; not full 120 timing and not a final ranked leaderboard.,93_exact_row_correctness_gated_timing only; not full 120 timing and not a final ranked leaderboard.,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
calcite_hep,calcite_hep_fail_closed_120,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,exact_match,0,Recomputed from retained canonical case-level 93 exact-row timing packet.
r_bot,r_bot_same_engine_rewrite,method_id,r_bot,r_bot,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,route_id,r_bot_same_engine_rewrite,r_bot_same_engine_rewrite,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,track,Appendix bounded prior-method timing,Appendix bounded prior-method timing,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,engine_scope,bounded_pg_only,bounded_pg_only,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,denominator_id,generated_pg15_from_pg40_expansion_match_exact_only,generated_pg15_from_pg40_expansion_match_exact_only,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,timing_denominator,15,15,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,gm_speedup,0.9218248321470981,0.9218248321470981,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,median_speedup,0.9820746516046041,0.9820746516046041,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,win_count,1,1,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,tie_count,7,7,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,loss_count,7,7,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,regression_rate_20pct,0.2,0.2,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,best_case,CONS_0009|pg|1.295614847889451,CONS_0009|pg|1.295614847889451,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,worst_case,CONS_0007|pg|0.6293552207905291,CONS_0007|pg|0.6293552207905291,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,claim_boundary,Appendix-only PG15 bounded timing subset; not a full same-engine 120-row timing result.,Appendix-only PG15 bounded timing subset; not a full same-engine 120-row timing result.,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
r_bot,r_bot_same_engine_rewrite,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,artifact_only_match,0,Artifact-only: retained PG15 JSON is bounded appendix evidence and is not the canonical current benchmark metric evidence row.
sqlglot,sqlglot_combined_same_engine_240,method_id,sqlglot,sqlglot,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,route_id,sqlglot_combined_same_engine_240,sqlglot_combined_same_engine_240,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,track,Appendix diagnostic route-family aggregate,Appendix diagnostic route-family aggregate,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,engine_scope,aggregate_two_route_family_view,aggregate_two_route_family_view,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,denominator_id,timing_success_137_on_common_core_v0_40_two_route_aggregate_240,timing_success_137_on_common_core_v0_40_two_route_aggregate_240,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,timing_denominator,137,137,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,gm_speedup,1.0179,1.0179,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,median_speedup,needs_per_case_timing_aggregation,needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,win_count,needs_per_case_timing_aggregation,needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,tie_count,needs_per_case_timing_aggregation,needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,loss_count,needs_per_case_timing_aggregation,needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,regression_rate_20pct,0.0511,0.0511,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,best_case,needs_per_case_timing_aggregation|needs_per_case_timing_aggregation|needs_per_case_timing_aggregation,needs_per_case_timing_aggregation|needs_per_case_timing_aggregation|needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,worst_case,needs_per_case_timing_aggregation|needs_per_case_timing_aggregation|needs_per_case_timing_aggregation,needs_per_case_timing_aggregation|needs_per_case_timing_aggregation|needs_per_case_timing_aggregation,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,source_artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,claim_boundary,Diagnostic aggregate across two SQLGlot routes; appendix-only and not a single 120-row method row.,Diagnostic aggregate across two SQLGlot routes; appendix-only and not a single 120-row method row.,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
sqlglot,sqlglot_combined_same_engine_240,notes,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,Canonical Section 8.7 route-level timing slice from retained Table 6 only.,artifact_only_match,0,"Artifact-only: diagnostic aggregate route-family view, not a single method route."
