case_id,pool,engine,route_id,source_sql_path,schema_path,prompt_input_available,target_output_path,generation_status,exclusion_reason,caveat,expected_execution_engine,denominator_id,method_id
CONS_0011,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
CONS_0012,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
CONS_0012,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
CONS_0012,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
CONS_0024,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
CONS_0024,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
CONS_0024,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
CONS_0036,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
CONS_0036,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
CONS_0036,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0036/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
CONS_0037,consistency,mysql,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
CONS_0037,consistency,pg,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
CONS_0037,consistency,spark,direct_llm_same_engine_rewrite,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0037/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
LONGTAIL_0011,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,mysql,common_core_v0_40,direct_llm
LONGTAIL_0011,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,pg,common_core_v0_40,direct_llm
LONGTAIL_0011,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0011/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,spark,common_core_v0_40,direct_llm
LONGTAIL_0012,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,mysql,common_core_v0_40,direct_llm
LONGTAIL_0012,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,pg,common_core_v0_40,direct_llm
LONGTAIL_0012,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0012/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,spark,common_core_v0_40,direct_llm
LONGTAIL_0013,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,mysql,common_core_v0_40,direct_llm
LONGTAIL_0013,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,pg,common_core_v0_40,direct_llm
LONGTAIL_0013,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0013/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,sqlstorm_review_ready_case_keep_registry_alignment_caveat_outside_generation,spark,common_core_v0_40,direct_llm
LONGTAIL_0022,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
LONGTAIL_0022,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
LONGTAIL_0022,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0022/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
LONGTAIL_0023,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
LONGTAIL_0023,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
LONGTAIL_0023,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0023/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
LONGTAIL_0024,longtail,mysql,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
LONGTAIL_0024,longtail,pg,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
LONGTAIL_0024,longtail,spark,direct_llm_same_engine_rewrite,cases/LONGTAIL/LONGTAIL_0024/source.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/LONGTAIL_0024/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0006,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0006,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0006,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0006/source.sql,cases/PERF/PERF_0006/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0006/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0007,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0007/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0007,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0007/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0007,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0007/source.sql,cases/PERF/PERF_0007/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0007/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0008,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0008,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0008,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0008/source.sql,cases/PERF/PERF_0008/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0008/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0013,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0013,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0013,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0013/source.sql,cases/PERF/PERF_0013/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0013/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0017,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0017,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0017,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0017/source.sql,cases/PERF/PERF_0017/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0017/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0019,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0019/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0019,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0019/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0019,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0019/source.sql,cases/PERF/PERF_0019/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0019/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0024,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0024,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0024,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0024/source.sql,cases/PERF/PERF_0024/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0024/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0033,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0033,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0033,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0033/source.sql,cases/PERF/PERF_0033/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0033/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0034,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0034,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0034,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0034/source.sql,cases/PERF/PERF_0034/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0034/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0035,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0035,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0035,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0035/source.sql,cases/PERF/PERF_0035/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
