method_id,route_id,column_name,regenerated_value,expected_value,comparison_status,source_artifact,notes
r_bot,r_bot_same_engine_rewrite,scope,mixed scope,mixed scope,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,planned,formal 120 generation,formal 120 generation,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,generated_or_ready,PG-scoped subsets,PG-scoped subsets,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,executed,15 PG-only,15 PG-only,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,exact,15 PG-only,15 PG-only,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,timed,15,15,exact_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,gm_speedup,0.9218248321470981,0.9218248321470981,exact_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,regression_rate_20pct,0.2,0.2,exact_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
r_bot,r_bot_same_engine_rewrite,placement,bounded / mixed appendix,bounded / mixed appendix,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Mixed-scope appendix: formal 120 generation plus PG-scoped execution/timing subsets.
llm_r2,llm_r2_original_route_bounded_pg9,method / route,LLM-R2 original,LLM-R2 original,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,scope,PG-only bounded,PG-only bounded,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,planned,9,9,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,generated_or_ready,9,9,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,executed,3 exact + 6 execution failed,3 exact + 6 execution failed,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,exact,3,3,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,timed,0,0,exact_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,
llm_r2,llm_r2_original_route_bounded_pg9,gm_speedup,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Expected NA because no retained timing denominator exists for this bounded row.
llm_r2,llm_r2_original_route_bounded_pg9,regression_rate_20pct,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Expected NA because no retained timing denominator exists for this bounded row.
llm_r2,llm_r2_original_route_bounded_pg9,placement,bounded appendix,bounded appendix,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,
llm_r2,llm_r2_recovered_extraction_route_v1,method / route,LLM-R2 recovered,LLM-R2 recovered,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,scope,PG9 recovery audit,PG9 recovery audit,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,planned,9,9,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,generated_or_ready,9,9,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,executed,6,6,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,exact,6,6,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,timed,0,0,exact_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
llm_r2,llm_r2_recovered_extraction_route_v1,gm_speedup,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row. Expected NA because no retained timing denominator exists for this bounded row.
llm_r2,llm_r2_recovered_extraction_route_v1,regression_rate_20pct,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row. Expected NA because no retained timing denominator exists for this bounded row.
llm_r2,llm_r2_recovered_extraction_route_v1,placement,PG6 exact recovered subset,PG6 exact recovered subset,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,PG9 recovery audit with PG6 exact recovered subset; not a standalone PG6 denominator row.
learnedrewrite,UNKNOWN_NOT_RECOVERED,method / route,LearnedRewrite,LearnedRewrite,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,scope,PG10 bounded,PG10 bounded,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,planned,10,10,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,generated_or_ready,10,10,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,executed,NA_not_retained,NA_not_retained,expected_NA_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,exact,10 checker-consistent,10 checker-consistent,exact_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,timed,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
learnedrewrite,UNKNOWN_NOT_RECOVERED,gm_speedup,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing. Expected NA because no retained timing denominator exists for this bounded row.
learnedrewrite,UNKNOWN_NOT_RECOVERED,regression_rate_20pct,NA,NA,expected_NA_match,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing. Expected NA because no retained timing denominator exists for this bounded row.
learnedrewrite,UNKNOWN_NOT_RECOVERED,placement,bounded appendix; 8 source-like/no-op,bounded appendix; 8 source-like/no-op,artifact_boundary_match,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,Bounded PG10 appendix evidence; 8 source-like/no-op rows retained; do not infer executed/timing.
