case_id,pool,engine,route_id,validity_outcome,execution_status_observed,consistency_check_status,source_sql_path,generated_sql_path,schema_path,witness_data_path,source_output_path,generated_output_path,result_check_path,timing_eligible,speedup_eligible,exclusion_reason,expected_timing_output_path,caveat
CONS_0010,consistency,mysql,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0010/mysql/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/mysql/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/mysql/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/mysql/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0010/mysql/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0010_mysql_validation; MySQL-only witness validation for CONS_0010.; No PostgreSQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0010,consistency,spark,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0010/spark/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,cases/CONS/CONS_0010/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/spark/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/spark/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0010/spark/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0010/spark/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0010_spark_validation; resolved_package_uses_original_ready36_success_record; Spark-only witness validation for CONS_0010.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0011,consistency,pg,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/pg/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/pg/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/pg/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/pg/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0011/pg/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0011_pg_validation; PostgreSQL-only witness validation for CONS_0011.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0011,consistency,mysql,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/mysql/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,cases/CONS/CONS_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/mysql/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/mysql/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/mysql/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0011/mysql/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0011_mysql_validation; MySQL-only witness validation for CONS_0011.; No PostgreSQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0011,consistency,spark,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0011/spark/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,cases/CONS/CONS_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/spark/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/spark/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0011/spark/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0011/spark/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0011_spark_validation; resolved_package_uses_original_ready36_success_record; Spark-only witness validation for CONS_0011.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0012,consistency,pg,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/pg/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/pg/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/pg/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/pg/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0012/pg/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0012_pg_validation; PostgreSQL-only witness validation for CONS_0012.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0012,consistency,mysql,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/mysql/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,cases/CONS/CONS_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/mysql/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/mysql/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/mysql/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0012/mysql/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0012_mysql_validation; MySQL-only witness validation for CONS_0012.; No PostgreSQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0012,consistency,spark,direct_llm_same_engine_rewrite,match_exact,executed,match_exact,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0012/spark/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,cases/CONS/CONS_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/spark/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/spark/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0012/spark/direct_llm_same_engine_rewrite/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0012/spark/direct_llm_same_engine_rewrite.json,"common_core_v0 consistency candidate; human review required before freeze ; manual_case_validation_materialized; common_core_v0 consistency candidate; human review required before freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0012_spark_validation; resolved_package_uses_original_ready36_success_record; Spark-only witness validation for CONS_0012.; No PostgreSQL or MySQL validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made."
CONS_0024,consistency,pg,direct_llm_same_engine_rewrite,mismatch,executed,mismatch,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/pg/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/pg/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/pg/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/pg/direct_llm_same_engine_rewrite/result_check.json,no,no,mismatch,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0024/pg/direct_llm_same_engine_rewrite.json,"replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze ; manual_case_validation_materialized; replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0024_pg_validation; PostgreSQL-only witness validation for CONS_0024.; No MySQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made. ; timing exclusion follows non-valid executed mismatch"
CONS_0024,consistency,mysql,direct_llm_same_engine_rewrite,mismatch,executed,mismatch,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/CONS_0024/mysql/direct_llm_same_engine_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,cases/CONS/CONS_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/mysql/direct_llm_same_engine_rewrite/source.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/mysql/direct_llm_same_engine_rewrite/generated.tsv,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/CONS_0024/mysql/direct_llm_same_engine_rewrite/result_check.json,no,no,mismatch,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_01/timings/CONS_0024/mysql/direct_llm_same_engine_rewrite.json,"replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze ; manual_case_validation_materialized; replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze; notes_link=benchmark_spec/reviews/COMMON_CORE_V0_HUMAN_GATE_DECISIONS_DRAFT.md; validation_command=cons_0024_mysql_validation; MySQL-only witness validation for CONS_0024.; No PostgreSQL or Spark validation is implied.; No admission, promotion, common-core, extended, or tri-engine-closure claim is made. ; timing exclusion follows non-valid executed mismatch"
