run_id,case_id,pool,engine,method_id,route_id,source_generation_denominator_id,pg_expansion_denominator_id,previous_generation_status_class,row_status,claim_boundary,generated_sql_path,prompt_path,raw_response_path,selected_rules_path,retrieval_trace_path,token_cost_path,provider_metadata_path,row_run_metadata_path,failure_category,blocker_reason
r_bot_pg40_generation_expansion_02,PERF_0052,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0052/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0052/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0052/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0052/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0052/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0052/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0052/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0052/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0054,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_generated_pg7,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0054/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0054/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0054/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0054/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0054/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0054/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0054/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0054/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0056,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0056/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0056/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0056/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0056/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0056/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0056/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0056/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0056/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,PERF_0062,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0062/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0062/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0062/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0062/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0062/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0062/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0062/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0062/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,PERF_0077,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0077/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0077/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0077/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0077/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0077/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0077/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0077/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0077/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,PERF_0082,performance,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/PERF_0082/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/PERF_0082/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/PERF_0082/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0082/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/PERF_0082/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0082/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0082/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/PERF_0082/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,CONS_0005,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0005/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0005/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0005/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0005/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0005/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0005/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0005/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0005/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,CONS_0007,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0007/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0007/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0007/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0007/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0007/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0007/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0007/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0007/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,CONS_0009,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0009/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0009/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0009/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0009/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0009/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0009/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0009/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0009/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,CONS_0010,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0010/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0010/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0010/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0010/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0010/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0010/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0010/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0010/pg/row_run_metadata.json,,
r_bot_pg40_generation_expansion_02,CONS_0011,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,failed,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0011/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0011/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0011/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0011/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0011/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0011/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0011/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0011/pg/row_run_metadata.json,subprocess_nonzero_exit,subprocess exited with code 1
r_bot_pg40_generation_expansion_02,CONS_0012,consistency,pg,r_bot,r_bot_same_engine_rewrite,common_core_v0_40_same_engine_120,common_core_v0_40_pg40,previously_blocked_pg31,generated,formal_pg_generation_expansion_only_not_execution_timing_speedup_or_leaderboard_evidence,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/generated/CONS_0012/pg/r_bot_same_engine_rewrite.sql,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/prompts/CONS_0012/pg/prompt.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/raw_responses/CONS_0012/pg/response.txt,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0012/pg/selected_rules.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/traces/CONS_0012/pg/retrieval_trace.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0012/pg/token_cost.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0012/pg/provider_metadata.json,reports/evaluation/common_core_v0/runs/r_bot_pg40_generation_expansion_02/metadata/CONS_0012/pg/row_run_metadata.json,,
