case_id,pool,engine,route_id,generation_status,execution_status_observed,consistency_check_status,source_sql_path,generated_sql_path,schema_path,witness_data_path,source_output_path,generated_output_path,result_check_path,timing_eligible,speedup_eligible,exclusion_reason,expected_timing_output_path,caveat
PERF_0052,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/PERF/PERF_0052/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0052/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,cases/PERF/PERF_0052/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0052/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0052/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0052/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0052/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation
PERF_0054,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/PERF/PERF_0054/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0054/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,cases/PERF/PERF_0054/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0054/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0054/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0054/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0054/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation
PERF_0056,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/PERF/PERF_0056/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0056/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0056/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0056/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0056/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0056/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; PostgreSQL-only witness validation
PERF_0062,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,mismatch,cases/PERF/PERF_0062/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0062/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,cases/PERF/PERF_0062/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0062/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0062/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0062/pg/result_check.json,no,no,mismatch,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0062/pg/calcite_hep_pg_rewrite.json,executed_but_result_mismatch_not_timing_eligible
PERF_0077,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/PERF/PERF_0077/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0077/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0077/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0077/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0077/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0077/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; JOB/IMDB real-schema bridge; human approved for review slate only; PostgreSQL-only witness validation
PERF_0082,performance,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/PERF/PERF_0082/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PERF_0082/pg/calcite_hep_pg_rewrite.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,cases/PERF/PERF_0082/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0082/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0082/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PERF_0082/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PERF_0082/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; JOB/IMDB real-schema bridge; human approved for review slate only; PostgreSQL-only witness validation
CONS_0005,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0005/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0005/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0005/schema/ddl_pg.sql,cases/CONS/CONS_0005/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0005/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0005/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0005/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0005/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0007,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0007/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0007/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0007/schema/ddl_pg.sql,cases/CONS/CONS_0007/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0007/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0007/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0007/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0007/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0009,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0009/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0009/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,cases/CONS/CONS_0009/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0009/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0009/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0009/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0009/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0010,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0010/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0010/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0010/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0010/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0010/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0010/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0011,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0011/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0011/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0011/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0011/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0011/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0012,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0012/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0012/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0012/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0012/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0012/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0024,consistency,pg,calcite_hep_pg_rewrite,generation_success,executed,match_exact,cases/CONS/CONS_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0024/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0024/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0024/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0024/pg/result_check.json,yes,yes,,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0024/pg/calcite_hep_pg_rewrite.json,manual_case_validation_materialized; common_core_v0 consistency candidate; PostgreSQL-only witness validation
CONS_0036,consistency,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/CONS/CONS_0036/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0036/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,cases/CONS/CONS_0036/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0036/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0036/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0036/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0036/pg/calcite_hep_pg_rewrite.json,execution_failed_generated_sql_identifier_or_pg_semantics_issue
CONS_0037,consistency,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/CONS/CONS_0037/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/CONS_0037/pg/calcite_hep_pg_rewrite.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,cases/CONS/CONS_0037/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0037/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0037/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/CONS_0037/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/CONS_0037/pg/calcite_hep_pg_rewrite.json,execution_failed_generated_sql_identifier_or_pg_semantics_issue
PORT_0003,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0003/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0003/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0003/schema/ddl_pg.sql,cases/PORT/PORT_0003/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0003/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0003/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0003/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0003/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
PORT_0004,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0004/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0004/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0004/schema/ddl_pg.sql,cases/PORT/PORT_0004/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0004/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0004/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0004/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0004/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator; witness_missing_non_target_row
PORT_0005,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0005/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0005/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0005/schema/ddl_pg.sql,cases/PORT/PORT_0005/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0005/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0005/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0005/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0005/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
PORT_0008,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0008/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0008/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0008/schema/ddl_pg.sql,cases/PORT/PORT_0008/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0008/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0008/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0008/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0008/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
