section_id,table_id,field_or_placeholder,current_draft_value,resolved_value,status,required_action,source_artifact,source_field_or_method,denominator_id,track,engine_scope,claim_boundary,notes
8.3,Table 10,top_plan_operator_longtail,not_written,plan_operator:present:aggregate:6|plan_operator:present:join:6|plan_operator:present:scan:6|plan_operator:present:sort:6|plan_operator:present:subquery:6,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_workload_realism_performance,not_written,workload_realism:source_inherited:classic_analytical_baseline:16|workload_realism:source_inherited:real_data_correlation:2|workload_realism:case_specific:long_tail_structure:1|workload_realism:case_specific:complex_expression_density:1,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_workload_realism_consistency,not_written,workload_realism:case_specific:long_tail_structure:1,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_workload_realism_portability,not_written,workload_realism:source_inherited:realistic_query_style:9|workload_realism:case_specific:complex_expression_density:4|workload_realism:case_specific:result_size_sensitivity:3,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_workload_realism_longtail,not_written,workload_realism:source_inherited:realistic_query_style:6|workload_realism:case_specific:long_tail_structure:4|workload_realism:source_inherited:manual_gap_fill_realism:3|workload_realism:case_specific:complex_expression_density:2|workload_realism:case_specific:result_size_sensitivity:1,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_portability_risk_performance,not_written,portability:suspected:datetime_semantics_gap:6|portability:suspected:type_semantics_gap:3|portability:confirmed:limit_fetch_gap:2,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_portability_risk_consistency,not_written,portability:confirmed:null_semantics_gap:2|portability:suspected:null_semantics_gap:1|portability:confirmed:limit_fetch_gap:1,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_portability_risk_portability,not_written,portability:confirmed:identifier_quoting:9|portability:confirmed:type_semantics_gap:6|portability:confirmed:datetime_semantics_gap:5|portability:confirmed:limit_fetch_gap:3|portability:confirmed:boolean_semantics_gap:2,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 10,top_portability_risk_longtail,not_written,portability:suspected:null_semantics_gap:1|portability:suspected:datetime_semantics_gap:1,computable_from_existing_artifact,aggregate top normalized tags by pool and axis from common-core tag matrix,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/tag_coverage_common_core40_v1.csv,pool x normalized_tags frequency,common_core_v0_40,Track B taxonomy,case_level_all_engines,pool-level retained tag coverage only,
8.3,Table 11,direct_llm / direct_llm_same_engine_rewrite failure slicing readiness,not_written,filled_from_existing_artifact,filled_from_existing_artifact,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,route summary plus 120-row case-level export are retained
8.3,Table 11,sqlglot / sqlglot_optimize_same_dialect failure slicing readiness,not_written,computable_from_existing_artifact,computable_from_existing_artifact,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,route summary retained and case-level export can be filtered by route
8.3,Table 11,sqlglot / sqlglot_transpile_same_dialect_noop failure slicing readiness,not_written,computable_from_existing_artifact,computable_from_existing_artifact,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,route summary retained and case-level export can be filtered by route
8.3,Table 11,calcite_hep / calcite_hep_fail_closed_120 failure slicing readiness,not_written,filled_from_existing_artifact,filled_from_existing_artifact,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,route summary and case-level failures retained
8.3,Table 11,r_bot / bounded prior evidence failure slicing readiness,not_written,requires_new_aggregation,requires_new_aggregation,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,mixed-scope appendix evidence needs a dedicated taxonomy-aware slicing summary
8.3,Table 11,llm_r2 / bounded prior evidence failure slicing readiness,not_written,requires_new_aggregation,requires_new_aggregation,use retained route failure summaries plus case tags where available,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv|reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,route failure matrix joined to common-core tag matrix,route_specific_or_bounded,Track A/B bridge,route_specific,do not infer tags from source family names,bounded PG evidence exists but needs explicit taxonomy-aware slicing summary
8.5,Table 13,Direct LLM planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,planned,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,generated,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,executed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,timed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,GM,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Direct LLM Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,Regression@20,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,planned,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,generated,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,executed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,timed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,GM,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot optimize Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,Regression@20,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
